Status	Real age	Species	Age	time stored	3855.53371	3400.35314	3275.94998	2922.99216	2853.55784	1900.76462	1745.50175	1635.56407	1540.09188	1457.15644	1379.04282	1306.7154	1235.35235	1155.31	1076.23202	1028.97811	880.4658	525.57926	401.17609
BA	5	AG	5	25	0.00774	0.08999	0.12623	0.17775	0.13226	0.0115	0.07225	0.20445	0.18351	0.14764	0.15145	0.13472	0.14805	0.16937	0.24225	0.29212	0.1193	0.31098	0.27975
BA	5	AG	5	25	0.00672	0.08778	0.12807	0.19917	0.14491	0.01222	0.08173	0.24638	0.21871	0.16767	0.16987	0.14979	0.17156	0.19053	0.25561	0.29871	0.12466	0.33283	0.29217
BA	5	AG	5	25	0.00533	0.05597	0.07967	0.14084	0.10595	0.00811	0.05668	0.12139	0.11048	0.09969	0.09801	0.09028	0.10188	0.10682	0.13817	0.15189	0.07166	0.15643	0.14126
BA	7	AG	7	25	0.00707	0.11655	0.15768	0.18394	0.13801	0.0115	0.0649	0.21071	0.18284	0.15095	0.15795	0.14447	0.15134	0.17533	0.26783	0.33391	0.13382	0.36384	0.34033
BA	7	AG	7	25	0.00843	0.08102	0.11198	0.14032	0.10733	0.01299	0.0468	0.15398	0.13361	0.106	0.11032	0.09946	0.10688	0.12333	0.17896	0.21983	0.09112	0.21578	0.19028
BA	7	AG	7	25	0.00707	0.07531	0.1079	0.18621	0.13863	0.01056	0.09516	0.1721	0.15358	0.13138	0.12756	0.11558	0.13029	0.15897	0.20952	0.24493	0.10696	0.25323	0.22259
BA	7	AG	7	25	0.00789	0.10866	0.14822	0.18601	0.13937	0.01379	0.06521	0.19711	0.17381	0.1414	0.14685	0.13204	0.13993	0.16043	0.23566	0.28566	0.12098	0.30781	0.2753
BA	7	AG	7	25	0.01012	0.07748	0.10422	0.10119	0.08105	0.01191	0.0308	0.16275	0.14356	0.10373	0.11217	0.10364	0.11293	0.11766	0.17945	0.20646	0.09382	0.22738	0.21851
BA	7	AG	7	25	0.00638	0.15846	0.2163	0.19421	0.14966	0.01225	0.06241	0.24028	0.19795	0.16799	0.18481	0.17058	0.1776	0.18614	0.36186	0.47152	0.15823	0.46279	0.44226
BA	7	AG	7	25	0.00594	0.03833	0.05133	0.07732	0.05983	0.0071	0.03109	0.08734	0.08017	0.06913	0.07454	0.06758	0.07446	0.07877	0.11903	0.13495	0.06425	0.14756	0.13944
BA	7	AG	7	25	0.00875	0.10403	0.14827	0.18673	0.13871	0.01513	0.05167	0.26865	0.24732	0.17482	0.18253	0.16234	0.17521	0.17256	0.26487	0.30741	0.1336	0.36464	0.31824
BA	7	AG	7	25	0.01066	0.09246	0.12656	0.1344	0.10489	0.01366	0.03171	0.19976	0.18284	0.13284	0.1436	0.13084	0.14024	0.14105	0.21205	0.25234	0.11223	0.29	0.27187
BA	7	AG	7	25	0.00662	0.1276	0.17199	0.19994	0.15073	0.01134	0.07127	0.22185	0.19889	0.16221	0.16647	0.15204	0.15885	0.18841	0.29859	0.38332	0.13683	0.3959	0.36471
BN	13	AG	old	20	0.0129	0.08163	0.11936	0.15816	0.12331	0.0131	0.05521	0.21191	0.19207	0.15722	0.15665	0.1409	0.15913	0.15063	0.21599	0.24783	0.11066	0.27145	0.24064
BN	13	AG	old	20	0.00706	0.07575	0.1117	0.21781	0.15981	0.00939	0.10577	0.22057	0.20342	0.16925	0.16366	0.14759	0.1691	0.19926	0.25888	0.31142	0.12006	0.32544	0.27743
BN	13	AG	old	20	0.00806	0.06661	0.09453	0.16657	0.12393	0.00978	0.08459	0.1603	0.13974	0.12301	0.12209	0.11032	0.12665	0.14863	0.20496	0.244	0.10327	0.24376	0.21846
BN	13	AG	old	20	0.00652	0.07985	0.11292	0.21601	0.15908	0.00747	0.12223	0.16884	0.15613	0.15098	0.14045	0.12705	0.1514	0.19344	0.24192	0.28214	0.10788	0.2651	0.2299
BN	13	AG	old	20	0.00595	0.07434	0.10879	0.19974	0.14673	0.00793	0.11318	0.18302	0.16249	0.14709	0.14195	0.12793	0.14849	0.18442	0.22847	0.26559	0.10649	0.26125	0.23097
BN	13	AG	old	20	0.0067	0.09482	0.13395	0.17189	0.12856	0.0106	0.0768	0.17868	0.15938	0.12907	0.12766	0.1152	0.12867	0.15223	0.21341	0.25493	0.10809	0.25673	0.2281
BN	13	AG	old	20	0.00622	0.07422	0.10299	0.22439	0.16327	0.00683	0.13347	0.1325	0.1168	0.13136	0.12054	0.1099	0.13389	0.17532	0.21244	0.24704	0.09701	0.22457	0.20858
BN	13	AG	old	20	0.00767	0.05793	0.08377	0.18291	0.13872	0.00832	0.09618	0.15127	0.13492	0.1326	0.12513	0.11441	0.13507	0.15266	0.20037	0.23372	0.09522	0.21834	0.19348
BN	13	AG	old	20	0.00585	0.0788	0.1084	0.18759	0.13647	0.0083	0.10724	0.14913	0.12652	0.12682	0.12215	0.11054	0.12698	0.16829	0.21766	0.2779	0.11099	0.26751	0.2422
BN	13	AG	old	20	0.00606	0.10974	0.15028	0.13592	0.10305	0.00943	0.04843	0.17078	0.14557	0.11536	0.11862	0.10761	0.11377	0.13247	0.20321	0.26122	0.11131	0.26178	0.23873
BN	13	AG	old	20	0.00741	0.10221	0.14064	0.16549	0.12334	0.01185	0.07041	0.18464	0.1564	0.13094	0.13685	0.12272	0.13327	0.16066	0.24958	0.31627	0.12508	0.31031	0.27921
BN	13	AG	old	20	0.00539	0.10815	0.14262	0.20112	0.14885	0.00764	0.1052	0.14287	0.12119	0.13559	0.13346	0.12145	0.14099	0.18711	0.26602	0.33559	0.12169	0.29463	0.27323
BN	13	AG	old	20	0.00778	0.10442	0.14212	0.13577	0.10424	0.01098	0.04663	0.18101	0.16256	0.12848	0.13332	0.11947	0.12893	0.13717	0.20861	0.25166	0.10962	0.26701	0.24628
BN	13	AG	old	20	0.00613	0.12989	0.17341	0.20644	0.15309	0.00965	0.09337	0.16781	0.14016	0.14937	0.15132	0.1354	0.158	0.19384	0.29543	0.37266	0.14222	0.34519	0.31138
BN	13	AG	old	20	0.00737	0.11955	0.16859	0.16753	0.12494	0.01123	0.05922	0.23279	0.20107	0.15803	0.16243	0.1447	0.15644	0.17178	0.25536	0.3319	0.13546	0.37201	0.35156
BN	13	AG	old	20	0.00854	0.09507	0.13042	0.16022	0.12002	0.01168	0.07269	0.17795	0.15493	0.13025	0.1319	0.12125	0.13467	0.16254	0.21844	0.27807	0.1127	0.27522	0.25925
BN	13	AG	old	20	0.0075	0.13204	0.18017	0.19838	0.14948	0.01105	0.07851	0.2201	0.19596	0.16711	0.16819	0.15334	0.17073	0.19707	0.29549	0.37408	0.14009	0.37254	0.34001
BN	13	AG	old	20	0.0075	0.10177	0.14242	0.19607	0.14636	0.01172	0.08429	0.22536	0.19868	0.16349	0.16309	0.14678	0.1631	0.19006	0.26055	0.32599	0.12578	0.34615	0.31699
BN	13	AG	old	20	0.00645	0.10075	0.13824	0.18558	0.13765	0.01017	0.08911	0.18454	0.15749	0.1385	0.14007	0.12689	0.14021	0.17836	0.25438	0.32411	0.12691	0.32024	0.28898
BN	13	AG	old	20	0.00667	0.10834	0.14556	0.16772	0.12633	0.01059	0.0707	0.18773	0.167	0.13868	0.13999	0.12716	0.13893	0.16647	0.24184	0.30644	0.11956	0.31727	0.29635
BN	13	AG	old	20	0.00764	0.12288	0.16603	0.18485	0.13967	0.01137	0.06712	0.22434	0.20064	0.16556	0.16555	0.1497	0.16402	0.18169	0.26451	0.32012	0.13112	0.36484	0.33254
BN	13	AG	old	20	0.00759	0.11094	0.14273	0.1675	0.1256	0.01223	0.0803	0.1321	0.10812	0.11651	0.11943	0.11024	0.11959	0.161	0.23936	0.31912	0.1237	0.29364	0.27738
BN	13	AG	old	20	0.00608	0.09005	0.12929	0.19843	0.1444	0.00961	0.09254	0.24191	0.21976	0.1638	0.16018	0.14219	0.16151	0.19052	0.24703	0.29449	0.1187	0.35282	0.31253
BN	13	AG	old	20	0.00612	0.09491	0.13009	0.21167	0.15547	0.00893	0.10342	0.20369	0.18933	0.15941	0.15242	0.13931	0.15981	0.19923	0.25157	0.31149	0.1174	0.3284	0.29592
BN	13	AG	old	20	0.00686	0.11837	0.15834	0.17902	0.13507	0.01109	0.07611	0.19363	0.16949	0.14844	0.1502	0.13604	0.15237	0.17468	0.25432	0.31234	0.12666	0.32898	0.30612
BN	13	AG	old	20	0.00512	0.11012	0.14647	0.20066	0.14681	0.00837	0.09837	0.17587	0.15029	0.13818	0.13597	0.12297	0.13807	0.18884	0.26451	0.34033	0.12238	0.32794	0.30345
BN	13	AG	old	20	0.0062	0.10334	0.14206	0.16757	0.12595	0.01062	0.07387	0.18903	0.16213	0.13827	0.14073	0.1273	0.13835	0.16592	0.25293	0.32194	0.12471	0.32548	0.29481
BN	13	AG	old	20	0.00585	0.10862	0.15024	0.2134	0.15811	0.00986	0.0809	0.24023	0.23024	0.17179	0.16504	0.14793	0.16655	0.18799	0.27111	0.32218	0.12208	0.35871	0.32726
BN	13	AG	old	20	0.00612	0.1095	0.15129	0.19863	0.14432	0.00956	0.08567	0.23214	0.20599	0.15831	0.16094	0.14076	0.15644	0.19142	0.28011	0.34084	0.12825	0.36632	0.32809
BN	13	AG	old	20	0.00595	0.10808	0.15234	0.20533	0.14977	0.01022	0.08538	0.25577	0.22801	0.16874	0.17002	0.14873	0.16628	0.19561	0.28883	0.34639	0.13236	0.38865	0.34931
NG	13	AG	old	20	0.00431	0.03948	0.0518	0.10997	0.08338	0.00679	0.07793	0.07635	0.06542	0.07505	0.07129	0.0659	0.07827	0.10684	0.12004	0.14035	0.06808	0.1428	0.13713
NG	13	AG	old	20	0.00578	0.03458	0.05287	0.10714	0.0813	0.00782	0.05227	0.10536	0.09706	0.08339	0.08033	0.0727	0.08548	0.08687	0.10469	0.10807	0.05562	0.12415	0.10762
NG	13	AG	old	20	0.00763	0.07045	0.09551	0.18744	0.13764	0.01247	0.11421	0.12783	0.10765	0.11788	0.11348	0.10384	0.12227	0.16051	0.20163	0.2497	0.10818	0.23356	0.21117
NG	13	AG	old	20	0.00863	0.05378	0.08314	0.22173	0.16338	0.00998	0.12037	0.17505	0.15796	0.15571	0.14517	0.13005	0.157	0.18249	0.19122	0.20268	0.09391	0.2194	0.18847
NG	13	AG	old	20	0.00747	0.05165	0.07406	0.19607	0.14497	0.00918	0.12044	0.1264	0.11368	0.12496	0.11513	0.10405	0.1273	0.15891	0.1807	0.2007	0.08574	0.19166	0.17336
NG	13	AG	old	20	0.00459	0.03961	0.05782	0.24266	0.17158	0.0064	0.16164	0.12759	0.1131	0.13408	0.12206	0.10718	0.13856	0.19569	0.21383	0.23485	0.09451	0.22858	0.20894
NG	13	AG	old	20	0.00592	0.05224	0.07612	0.23049	0.16243	0.00706	0.15008	0.14172	0.12415	0.13277	0.12309	0.10719	0.13619	0.18565	0.2028	0.221	0.09438	0.21377	0.19244
NG	13	AG	old	20	0.01387	0.07621	0.10006	0.16159	0.11978	0.01849	0.08085	0.12468	0.105	0.10674	0.11312	0.10049	0.11145	0.14074	0.21727	0.2736	0.115	0.24398	0.2174
NG	13	AG	old	20	0.00789	0.05666	0.07976	0.18334	0.13526	0.01254	0.10624	0.12923	0.11629	0.11642	0.10977	0.09976	0.11787	0.14482	0.17615	0.19916	0.09381	0.19828	0.176
NG	13	AG	old	20	0.00771	0.05248	0.07656	0.22754	0.1672	0.00866	0.13645	0.13274	0.12528	0.13842	0.12217	0.11118	0.13839	0.17529	0.17288	0.18586	0.0894	0.19563	0.18087
NG	13	AG	old	20	0.00622	0.06648	0.09315	0.16866	0.12405	0.00843	0.0936	0.15106	0.13136	0.11904	0.11715	0.10553	0.12039	0.15779	0.19688	0.24138	0.09755	0.22899	0.21056
NG	13	AG	old	20	0.00728	0.09288	0.12674	0.15579	0.11587	0.00968	0.06717	0.16398	0.14179	0.11819	0.11808	0.10627	0.11673	0.14629	0.20176	0.25417	0.10309	0.24213	0.21907
NG	13	AG	old	20	0.01039	0.08492	0.12022	0.19693	0.14833	0.01078	0.09612	0.18151	0.15901	0.15152	0.14818	0.13372	0.15336	0.17786	0.23441	0.28511	0.11591	0.27504	0.24835
NG	13	AG	old	20	0.00609	0.08735	0.12314	0.21542	0.15719	0.00811	0.10937	0.17408	0.1594	0.14531	0.1398	0.12496	0.14364	0.19681	0.26534	0.33388	0.12165	0.31389	0.27891
NG	13	AG	old	20	0.0068	0.06808	0.09706	0.21028	0.1534	0.00843	0.12505	0.15983	0.1414	0.13803	0.13261	0.11849	0.13694	0.18987	0.22867	0.27134	0.1125	0.26264	0.22991
NG	13	AG	old	20	0.00816	0.09043	0.11333	0.14555	0.10836	0.01143	0.07805	0.07845	0.06544	0.09505	0.09634	0.08794	0.09527	0.12549	0.19247	0.26722	0.11463	0.24595	0.22329
NG	13	AG	old	20	0.00788	0.0705	0.0946	0.17328	0.1266	0.01059	0.0981	0.12659	0.10858	0.11076	0.10562	0.09457	0.10987	0.1407	0.17646	0.21315	0.10022	0.21215	0.19271
NG	13	AG	old	20	0.00648	0.07543	0.0975	0.17714	0.12854	0.00959	0.09883	0.09008	0.07315	0.10185	0.10112	0.09095	0.1061	0.14143	0.19459	0.2497	0.11056	0.22745	0.21528
NG	13	AG	old	20	0.00829	0.05887	0.08454	0.22182	0.16154	0.00914	0.13162	0.15431	0.14239	0.14773	0.1353	0.1218	0.15003	0.18162	0.19346	0.2093	0.09968	0.22327	0.2016
NG	13	AG	old	20	0.00642	0.06484	0.08874	0.19319	0.14035	0.00853	0.11386	0.12806	0.11713	0.12231	0.11676	0.10442	0.12071	0.16465	0.19819	0.2363	0.1051	0.24006	0.22018
NG	13	AG	old	20	0.00797	0.05778	0.07496	0.12438	0.09347	0.00908	0.06189	0.0956	0.08656	0.08811	0.08812	0.07881	0.08604	0.11502	0.14624	0.1765	0.08009	0.17729	0.1706
NG	13	AG	old	20	0.00705	0.10131	0.13434	0.20826	0.14969	0.00923	0.1033	0.1644	0.15085	0.14275	0.13895	0.1222	0.13765	0.19237	0.23013	0.28325	0.11109	0.2857	0.26596
NG	13	AG	old	20	0.00612	0.04729	0.06756	0.1701	0.12629	0.00758	0.09644	0.11845	0.11078	0.11132	0.10229	0.0927	0.11093	0.13274	0.1388	0.14616	0.07307	0.16265	0.14803
NG	13	AG	old	20	0.00687	0.08102	0.11216	0.21858	0.15887	0.00849	0.11886	0.17988	0.16756	0.15271	0.14599	0.12981	0.1487	0.19345	0.23558	0.27768	0.12028	0.30213	0.26859
NG	13	AG	old	20	0.00605	0.07452	0.10116	0.19088	0.13935	0.00852	0.099	0.15987	0.14279	0.13548	0.13209	0.11778	0.13208	0.16633	0.21569	0.26186	0.11505	0.27976	0.25249
NG	13	AG	old	20	0.00591	0.07926	0.10881	0.21012	0.15423	0.00845	0.10647	0.17481	0.15765	0.14564	0.14002	0.12521	0.14342	0.19015	0.23388	0.28157	0.11036	0.28651	0.26163
NG	13	AG	old	20	0.0059	0.11344	0.15673	0.17888	0.13309	0.01037	0.07181	0.21974	0.19293	0.14903	0.15116	0.13476	0.14679	0.17343	0.26046	0.3246	0.13007	0.34404	0.31131
NG	13	AG	old	20	0.00641	0.08318	0.12057	0.21656	0.15795	0.00919	0.10328	0.21599	0.19706	0.1601	0.15499	0.13716	0.16146	0.20034	0.23697	0.27901	0.11165	0.30352	0.26596
NG	13	AG	old	20	0.00839	0.0844	0.12089	0.21671	0.15906	0.01038	0.09729	0.19796	0.18083	0.15827	0.15226	0.13516	0.15711	0.1721	0.22365	0.25099	0.11276	0.28518	0.2507
NG	13	AG	old	20	0.00714	0.09154	0.12338	0.1842	0.1334	0.01162	0.08839	0.15768	0.13424	0.12205	0.12445	0.10944	0.11789	0.15317	0.21424	0.26282	0.11389	0.27307	0.24734
NG	13	AG	old	20	0.00888	0.10411	0.14336	0.20082	0.14966	0.01138	0.08379	0.19837	0.17829	0.15673	0.15379	0.13701	0.15548	0.17039	0.23173	0.26917	0.12043	0.29727	0.26771
NG	13	AG	old	20	0.00579	0.09484	0.12883	0.18228	0.13356	0.00894	0.09206	0.16785	0.14317	0.13111	0.12797	0.11475	0.13362	0.17516	0.22575	0.27982	0.11034	0.27198	0.25626
NG	13	AG	old	20	0.00632	0.10077	0.13578	0.16572	0.12342	0.00944	0.06929	0.16978	0.14688	0.13038	0.1328	0.11914	0.13066	0.1585	0.23117	0.29648	0.12188	0.29634	0.27466
NG	13	AG	old	20	0.00624	0.08569	0.11504	0.18903	0.13711	0.00953	0.09601	0.16081	0.14137	0.13059	0.12887	0.1155	0.1282	0.18443	0.23052	0.29176	0.11118	0.29268	0.27379
NG	13	AG	old	20	0.0063	0.10935	0.14566	0.17675	0.12944	0.0103	0.08087	0.18443	0.15889	0.13871	0.13796	0.12121	0.13645	0.17393	0.23666	0.29533	0.12333	0.31634	0.28563
NG	13	AG	old	20	0.00526	0.13398	0.17679	0.18838	0.13873	0.00956	0.07578	0.18276	0.15199	0.14223	0.14412	0.13043	0.14366	0.18163	0.2663	0.35106	0.13409	0.34889	0.3259
NG	13	AG	old	20	0.00787	0.12271	0.17136	0.20238	0.15105	0.01183	0.07082	0.25314	0.22857	0.1784	0.17963	0.16121	0.1758	0.19204	0.28307	0.34697	0.1388	0.38502	0.3502
