Status	Age	3275.94cm	2922.99cm	2853.55cm	1635.56cm	1540.09cm	1457.15cm	1379.04cm	1155.31	1076.23cm	1028.97cm	525.57cm
GR	5	0.0583	0.16176	0.12285	0.12991	0.12882	0.11892	0.11707	0.13861	0.15252	0.16866	0.19592
GR	5	0.07227	0.16894	0.12661	0.11611	0.10558	0.10975	0.10643	0.14495	0.17982	0.21891	0.20947
GR	5	0.07812	0.14996	0.11398	0.11786	0.1059	0.10071	0.0998	0.12823	0.17498	0.21463	0.20478
GR	5	0.06947	0.16222	0.12074	0.12312	0.11067	0.10999	0.10775	0.1371	0.17291	0.20505	0.20061
GR	5	0.08916	0.17301	0.12916	0.13986	0.12648	0.11765	0.11741	0.14729	0.19899	0.23926	0.22822
SF	5	0.05916	0.18566	0.13526	0.11257	0.10571	0.10951	0.09906	0.14881	0.16006	0.1824	0.19727
SF	5	0.06724	0.15527	0.11542	0.11901	0.11132	0.1034	0.09903	0.12955	0.1551	0.18088	0.199
SF	5	0.06523	0.16821	0.12442	0.11497	0.10691	0.10718	0.10054	0.1436	0.16594	0.19378	0.20534
SF	5	0.06462	0.11621	0.0884	0.11231	0.10515	0.08996	0.08842	0.10284	0.13126	0.15424	0.16683
SF	5	0.07085	0.15634	0.11628	0.11958	0.10883	0.10146	0.09625	0.12923	0.15492	0.18009	0.1883
SF	5	0.05498	0.18013	0.13195	0.10709	0.10303	0.10617	0.09703	0.13779	0.14988	0.16257	0.17476
SF	5	0.04274	0.09695	0.07447	0.08644	0.08412	0.07355	0.07132	0.08148	0.10001	0.10529	0.12211
SF	5	0.07287	0.16142	0.11944	0.11411	0.10296	0.10033	0.0948	0.13391	0.15778	0.18916	0.19282
SF	5	0.07524	0.18548	0.1355	0.12978	0.11789	0.11722	0.10958	0.16104	0.18211	0.21529	0.22823
SF	5	0.04409	0.11985	0.09004	0.09602	0.09111	0.0838	0.07876	0.10405	0.1181	0.13071	0.14786
SF	5	0.0695	0.164	0.12178	0.12207	0.11564	0.11004	0.1048	0.13864	0.15981	0.18566	0.20069
SF	5	0.0364	0.12601	0.09369	0.07222	0.06838	0.07534	0.06759	0.10337	0.10705	0.11816	0.12687
SF	5	0.06549	0.1431	0.10521	0.11612	0.10569	0.09527	0.09005	0.12112	0.14565	0.16922	0.1808
SF	5	0.07623	0.19771	0.14446	0.13125	0.12218	0.1212	0.11181	0.16063	0.17713	0.20321	0.20963
SF	5	0.06463	0.17186	0.12609	0.1183	0.10972	0.10788	0.1011	0.14254	0.16313	0.18513	0.20002
SF	5	0.07212	0.15113	0.11202	0.12828	0.11943	0.10707	0.1038	0.13215	0.16345	0.19237	0.20745
SF	5	0.04918	0.1906	0.13882	0.09246	0.08798	0.10362	0.0907	0.1473	0.14166	0.15643	0.16544
SF	5	0.04256	0.13779	0.10228	0.09014	0.08452	0.0868	0.08197	0.11787	0.13524	0.15086	0.16276
SF	5	0.07735	0.20153	0.14984	0.13658	0.12696	0.12523	0.11562	0.16414	0.19616	0.22189	0.23131
SF	5	0.07193	0.16252	0.12088	0.11965	0.11141	0.10804	0.10233	0.13886	0.15687	0.18219	0.19743
SF	5	0.07287	0.1457	0.10923	0.11586	0.10791	0.09954	0.09636	0.12482	0.15435	0.18443	0.19805
SF	5	0.05682	0.12495	0.09406	0.12	0.11438	0.09771	0.09442	0.10918	0.12726	0.13159	0.16533
SF	5	0.07356	0.17101	0.12656	0.12527	0.11531	0.10999	0.1044	0.14444	0.17025	0.20093	0.21064
SF	5	0.0435	0.17464	0.12732	0.08949	0.08569	0.09802	0.0869	0.13265	0.13365	0.14788	0.15592
SF	5	0.08286	0.16073	0.11983	0.12161	0.10982	0.10616	0.10278	0.13687	0.17238	0.20839	0.21058
SF	5	0.05997	0.18134	0.12928	0.11218	0.10562	0.10504	0.09638	0.13519	0.14849	0.16181	0.17885
SF	5	0.04473	0.10097	0.07681	0.08214	0.07591	0.07141	0.06855	0.08981	0.11097	0.12942	0.135
SF	5	0.0698	0.14278	0.10643	0.11636	0.10755	0.09463	0.09281	0.11323	0.14582	0.16793	0.17509
SF	5	0.06185	0.16166	0.12051	0.11792	0.11144	0.10733	0.102	0.13814	0.15441	0.17615	0.19664
SF	5	0.08591	0.15025	0.11385	0.11895	0.10658	0.1011	0.09854	0.13198	0.17044	0.20961	0.2118
SF	5	0.06993	0.1624	0.12204	0.12929	0.12185	0.11274	0.10568	0.14048	0.15774	0.18136	0.2064
SF	5	0.04387	0.10231	0.07829	0.07937	0.07752	0.07014	0.06783	0.0804	0.09587	0.10852	0.12058
SF	5	0.08148	0.1387	0.1053	0.12263	0.11275	0.09797	0.09586	0.11392	0.15001	0.18034	0.1806
SF	5	0.06046	0.14827	0.11108	0.12004	0.1137	0.10467	0.1015	0.13052	0.1507	0.1702	0.18893
SF	5	0.07191	0.15021	0.11281	0.12415	0.11352	0.10076	0.09683	0.1258	0.17066	0.1997	0.20589
SF	5	0.03984	0.13996	0.10346	0.08512	0.07863	0.08566	0.07552	0.11938	0.11531	0.12537	0.13195
SF	5	0.07434	0.18463	0.13727	0.12869	0.12156	0.11637	0.10859	0.14575	0.16642	0.18469	0.19508
SF	5	0.07266	0.16492	0.12331	0.12643	0.11739	0.10968	0.1051	0.13702	0.16313	0.19	0.19719
SF	5	0.07909	0.17545	0.12984	0.14578	0.13614	0.12299	0.11828	0.15148	0.1862	0.21815	0.2354
SF	5	0.08227	0.15894	0.11922	0.14021	0.13058	0.11636	0.11342	0.13906	0.17065	0.19925	0.21912
SF	5	0.07538	0.15722	0.11855	0.13009	0.12049	0.10832	0.10539	0.13216	0.16844	0.19684	0.20636
SF	5	0.06777	0.13044	0.0988	0.11163	0.10191	0.09282	0.09277	0.11889	0.15271	0.18292	0.18796
SF	5	0.07994	0.16598	0.12263	0.13452	0.1208	0.11112	0.1075	0.14543	0.17709	0.21024	0.21689
SF	5	0.05842	0.12924	0.09776	0.11947	0.11448	0.09878	0.09533	0.11322	0.13839	0.15386	0.17572
SF	5	0.06727	0.20165	0.14746	0.1206	0.11306	0.11703	0.10522	0.15648	0.17436	0.19572	0.19226
SF	5	0.06288	0.14441	0.10791	0.09232	0.08298	0.08582	0.08027	0.1173	0.14573	0.1706	0.17234
SF	5	0.0817	0.17737	0.13107	0.14501	0.13499	0.1201	0.11475	0.15082	0.17975	0.21216	0.22182
SF	5	0.07131	0.16626	0.12351	0.13358	0.12262	0.11224	0.1067	0.14366	0.16964	0.19914	0.2097
BF	7	0.2056	0.16365	0.11074	0.3182	0.28117	0.16093	0.16131	0.15914	0.20774	0.21235	0.43659
BF	7	0.15459	0.14751	0.1002	0.2431	0.22417	0.13323	0.12854	0.12587	0.15082	0.14268	0.31248
BF	7	0.27565	0.09954	0.06393	0.31319	0.26568	0.1301	0.13142	0.10437	0.13134	0.11991	0.46584
BF	7	0.07599	0.09807	0.07191	0.14996	0.1428	0.09478	0.0938	0.09238	0.1033	0.09445	0.17618
BF	7	0.07905	0.13351	0.10009	0.16291	0.15018	0.10915	0.10413	0.11447	0.13511	0.14334	0.17933
BF	7	0.08526	0.18565	0.13478	0.17414	0.1625	0.1309	0.12027	0.15657	0.16345	0.17401	0.21558
BF	7	0.05812	0.20938	0.14988	0.13698	0.12994	0.12693	0.1134	0.16839	0.16417	0.16814	0.22501
BF	7	0.06882	0.15066	0.11075	0.12922	0.12199	0.10289	0.09623	0.1209	0.13305	0.14231	0.17047
BF	7	0.04866	0.19926	0.14382	0.09973	0.09342	0.10665	0.09053	0.15195	0.13755	0.14258	0.15863
BF	7	0.05372	0.10358	0.07767	0.11063	0.10443	0.0819	0.07816	0.08664	0.09348	0.0944	0.134
BF	7	0.04931	0.16688	0.12104	0.09735	0.08909	0.09335	0.08041	0.1263	0.12725	0.13642	0.14541
BF	7	0.0607	0.14969	0.10927	0.13953	0.13171	0.1064	0.09763	0.12583	0.1239	0.12062	0.17417
BF	7	0.05665	0.06886	0.05398	0.11802	0.10995	0.07546	0.07389	0.06997	0.07711	0.07421	0.11617
BF	7	0.07618	0.10382	0.07997	0.15007	0.14253	0.09893	0.09692	0.09694	0.11493	0.1198	0.15908
BF	7	0.05669	0.1309	0.09736	0.11557	0.10871	0.09408	0.08817	0.10951	0.1251	0.13528	0.15695
BF	7	0.04981	0.07782	0.05924	0.10926	0.1054	0.07581	0.07411	0.07534	0.08425	0.08454	0.12729
BF	7	0.04595	0.04674	0.03759	0.10046	0.09746	0.06341	0.06583	0.05369	0.06664	0.06284	0.1087
BF	7	0.0685	0.16159	0.1185	0.15024	0.14003	0.11638	0.1098	0.13699	0.14931	0.15694	0.19928
BF	7	0.09511	0.13752	0.10427	0.15158	0.13613	0.1046	0.10244	0.11646	0.16778	0.19021	0.22649
BF	7	0.08979	0.13389	0.09849	0.18404	0.17342	0.11822	0.11572	0.12096	0.14603	0.14396	0.23084
BF	7	0.05243	0.08594	0.06637	0.11011	0.10675	0.07696	0.075	0.07654	0.09051	0.09462	0.12615
BF	7	0.07246	0.14951	0.11068	0.14272	0.13063	0.10751	0.10257	0.12926	0.15633	0.17353	0.20537
BF	7	0.1115	0.10458	0.07971	0.19617	0.18419	0.11321	0.11247	0.10172	0.12655	0.13221	0.20229
BF	7	0.07769	0.10831	0.08087	0.15105	0.14202	0.0991	0.09546	0.10047	0.11172	0.11046	0.16729
BF	7	0.03437	0.10569	0.07806	0.08063	0.07665	0.06822	0.06068	0.08586	0.08231	0.08195	0.1104
BF	7	0.10092	0.15836	0.11662	0.21036	0.19356	0.13572	0.12957	0.13774	0.15919	0.15779	0.22176
BF	7	0.05422	0.14424	0.10734	0.11602	0.10907	0.09973	0.09272	0.12382	0.13071	0.14103	0.17228
BF	7	0.09123	0.13024	0.09809	0.19101	0.18057	0.12389	0.12095	0.11812	0.14026	0.1438	0.20051
BF	7	0.07772	0.1615	0.11882	0.15444	0.14298	0.11593	0.10796	0.13899	0.15631	0.1664	0.20033
BF	7	0.05913	0.15427	0.11326	0.12537	0.11798	0.10217	0.09396	0.12505	0.13455	0.14519	0.16905
BF	7	0.06646	0.1246	0.09094	0.12499	0.11694	0.09406	0.08926	0.10714	0.12054	0.12219	0.17457
BF	7	0.0822	0.20727	0.15151	0.15144	0.13956	0.13143	0.12239	0.17066	0.18843	0.20665	0.23171
BF	7	0.07229	0.11959	0.08985	0.14504	0.13591	0.09931	0.09611	0.09955	0.11418	0.11538	0.16302
BF	7	0.08109	0.10532	0.07928	0.14621	0.13573	0.09658	0.09589	0.09671	0.11784	0.12206	0.16847
BF	7	0.05187	0.08834	0.06758	0.10811	0.10262	0.07706	0.07446	0.07966	0.08808	0.08965	0.12567
BF	7	0.08132	0.16043	0.11811	0.17076	0.15823	0.1209	0.11264	0.1315	0.14675	0.14758	0.19247
BF	7	0.0839	0.1123	0.0844	0.16693	0.15822	0.10563	0.10259	0.09959	0.10631	0.10204	0.16771
GR	7	0.05206	0.2025	0.14676	0.12212	0.11745	0.12099	0.11061	0.15319	0.16153	0.16835	0.20219
GR	7	0.04187	0.13353	0.1023	0.09561	0.09252	0.09165	0.08702	0.11426	0.12568	0.14091	0.16426
GR	7	0.01952	0.15014	0.11023	0.04069	0.03812	0.06686	0.05295	0.10458	0.08505	0.09024	0.1026
GR	7	0.01878	0.14478	0.10599	0.05687	0.05149	0.07354	0.0603	0.11178	0.09342	0.0965	0.1145
GR	7	0.08672	0.14918	0.1109	0.13222	0.11631	0.10996	0.10834	0.14573	0.19497	0.23329	0.2294
GR	7	0.07195	0.16467	0.12148	0.16908	0.16568	0.14245	0.13933	0.15221	0.16736	0.17492	0.21521
GR	7	0.09673	0.14782	0.11036	0.13638	0.12115	0.11282	0.114	0.15129	0.2063	0.25292	0.25506
GR	7	0.0632	0.11305	0.08669	0.1185	0.11267	0.09766	0.09445	0.10493	0.1205	0.1318	0.14989
GR	7	0.06202	0.10901	0.08425	0.12221	0.11876	0.10009	0.10076	0.11252	0.13712	0.15625	0.17307
GR	7	0.07861	0.1319	0.09928	0.11985	0.11165	0.09844	0.09767	0.11751	0.14641	0.17179	0.17802
GR	7	0.07297	0.14029	0.10417	0.14747	0.13705	0.11251	0.11045	0.13466	0.17396	0.20482	0.22277
GR	7	0.08211	0.1045	0.07935	0.15362	0.14422	0.10903	0.10958	0.11316	0.14448	0.16967	0.1847
GR	7	0.05641	0.12649	0.09347	0.11945	0.1125	0.10331	0.09969	0.12939	0.14506	0.16949	0.18429
GR	7	0.11063	0.20218	0.14975	0.24779	0.2283	0.1784	0.1661	0.17769	0.21545	0.22118	0.27088
GR	7	0.05379	0.14279	0.10447	0.10903	0.10233	0.10054	0.0941	0.13717	0.14876	0.17415	0.18242
GR	7	0.06213	0.10628	0.08089	0.11708	0.10792	0.09098	0.09082	0.11368	0.14865	0.18152	0.18898
GR	7	0.08395	0.17371	0.1279	0.14655	0.13794	0.12349	0.11562	0.14245	0.15743	0.17209	0.19463
GR	7	0.06617	0.15814	0.11698	0.13883	0.12863	0.11776	0.11326	0.14535	0.17749	0.20691	0.221
GR	7	0.08535	0.14694	0.10934	0.15662	0.142	0.12073	0.11864	0.14784	0.18541	0.22003	0.23185
GR	7	0.10189	0.12175	0.09145	0.11594	0.10297	0.09669	0.10123	0.12487	0.18457	0.22708	0.22987
GR	7	0.09008	0.12546	0.09465	0.11609	0.10608	0.09439	0.09473	0.11986	0.16203	0.19867	0.19336
GR	7	0.12404	0.16882	0.1261	0.21649	0.19812	0.15312	0.14775	0.15936	0.19972	0.22421	0.25281
GR	7	0.05997	0.11619	0.08777	0.11852	0.10997	0.09586	0.09474	0.11439	0.15064	0.17993	0.18362
GR	7	0.11409	0.16651	0.12488	0.19893	0.18508	0.14695	0.15463	0.16999	0.20752	0.24517	0.26985
GR	7	0.11387	0.1855	0.13569	0.23406	0.21894	0.1656	0.1627	0.17997	0.22717	0.24951	0.29223
GR	7	0.08206	0.15368	0.1131	0.12131	0.10864	0.10234	0.09892	0.14222	0.17321	0.21228	0.203
GR	7	0.07526	0.13601	0.10175	0.13469	0.12661	0.11088	0.10693	0.13709	0.15425	0.17924	0.19063
GR	7	0.0985	0.16235	0.12042	0.18508	0.17551	0.13886	0.13547	0.15289	0.18215	0.20765	0.23447
GR	7	0.06601	0.10481	0.07919	0.11642	0.11367	0.08533	0.08588	0.08729	0.10657	0.11743	0.13997
GR	7	0.06218	0.11682	0.08893	0.13001	0.12719	0.09871	0.09911	0.10229	0.12582	0.13756	0.16814
GR	7	0.05406	0.13429	0.10133	0.11865	0.11551	0.10576	0.09941	0.12044	0.13733	0.15645	0.17308
GR	7	0.0781	0.11574	0.08887	0.14576	0.13613	0.10821	0.10665	0.11776	0.15057	0.17277	0.19223
GR	7	0.09132	0.15202	0.11311	0.13505	0.12184	0.11155	0.11054	0.1472	0.19085	0.23461	0.23107
GR	7	0.06807	0.15283	0.11307	0.14498	0.13831	0.11902	0.11388	0.14277	0.15869	0.17661	0.19225
GR	7	0.06774	0.1567	0.11622	0.13889	0.12884	0.11625	0.11292	0.15059	0.18338	0.2176	0.22921
GR	7	0.08303	0.10358	0.07907	0.14163	0.133	0.10237	0.10352	0.1095	0.14377	0.16826	0.19039
GR	7	0.09147	0.18202	0.13398	0.18157	0.1728	0.14728	0.1447	0.17456	0.19075	0.21696	0.24341
GR	7	0.06914	0.13933	0.10449	0.15036	0.14307	0.12559	0.12049	0.13333	0.14485	0.15189	0.19442
GR	7	0.05868	0.14439	0.10645	0.12865	0.12048	0.10845	0.10125	0.12822	0.13665	0.15162	0.17386
GR	7	0.07228	0.17573	0.12903	0.16699	0.16127	0.13416	0.13001	0.15394	0.18165	0.19899	0.23502
GR	7	0.06541	0.12928	0.09609	0.11115	0.10451	0.09628	0.09286	0.11984	0.1367	0.15981	0.16866
GR	7	0.08473	0.14935	0.11317	0.18193	0.1757	0.1369	0.14547	0.14808	0.18228	0.20423	0.23578
GR	7	0.08249	0.09976	0.07891	0.13994	0.12936	0.09924	0.10278	0.1091	0.15643	0.18817	0.19887
GR	7	0.10121	0.12505	0.09557	0.16986	0.1563	0.11761	0.11983	0.12369	0.17419	0.20511	0.22187
GR	7	0.07357	0.08661	0.06778	0.13543	0.12776	0.09426	0.09571	0.09974	0.14218	0.16587	0.17534
GR	7	0.12182	0.17511	0.13007	0.18788	0.16946	0.14	0.14171	0.17128	0.23034	0.28522	0.29154
GR	7	0.06757	0.17816	0.13092	0.16509	0.16236	0.13969	0.14169	0.16127	0.16975	0.18018	0.22897
GR	7	0.10778	0.17177	0.12661	0.1678	0.15381	0.12971	0.12796	0.16605	0.20374	0.25059	0.24712
GR	7	0.08612	0.1001	0.07603	0.12113	0.11061	0.08549	0.08834	0.09484	0.12966	0.15743	0.18047
GR	7	0.07762	0.12678	0.09588	0.16125	0.14949	0.11449	0.11901	0.1307	0.17039	0.20154	0.20766
SF	7	0.09428	0.18688	0.13753	0.14683	0.13193	0.1257	0.12475	0.16205	0.20334	0.24013	0.24061
SF	7	0.07554	0.16471	0.1206	0.1353	0.12056	0.11092	0.10673	0.148	0.17783	0.21151	0.2103
SF	7	0.07621	0.17073	0.12739	0.10426	0.09143	0.10327	0.09975	0.14603	0.17915	0.21665	0.2046
SF	7	0.09083	0.18875	0.13713	0.13641	0.12338	0.12169	0.11935	0.16366	0.19706	0.23183	0.23762
SF	7	0.08453	0.18957	0.13824	0.13643	0.12225	0.12127	0.11676	0.1619	0.1958	0.23022	0.23333
SF	7	0.04746	0.10719	0.08171	0.08447	0.07621	0.07558	0.07343	0.1021	0.12074	0.14003	0.14533
SF	7	0.10149	0.15899	0.11816	0.13074	0.11717	0.11753	0.12026	0.15524	0.19878	0.24082	0.24335
SF	7	0.08343	0.17916	0.13258	0.14789	0.1362	0.12306	0.11571	0.14725	0.17392	0.19653	0.20548
SF	7	0.09738	0.17992	0.13141	0.12954	0.11235	0.11316	0.11476	0.163	0.22295	0.28071	0.26746
SF	7	0.06513	0.15031	0.11177	0.1309	0.12345	0.11108	0.10745	0.13448	0.15979	0.17917	0.19843
SF	7	0.09765	0.19716	0.14196	0.15164	0.13394	0.13046	0.12767	0.18511	0.21506	0.25627	0.2607
SF	7	0.09975	0.18019	0.13193	0.15175	0.13395	0.12166	0.12189	0.16178	0.20311	0.24445	0.25156
SF	7	0.09438	0.18884	0.13658	0.14341	0.12697	0.12246	0.11982	0.16625	0.19246	0.22739	0.23215
SF	7	0.09377	0.15842	0.11909	0.11223	0.09913	0.10274	0.10352	0.13899	0.18425	0.22833	0.21725
SF	7	0.0844	0.15126	0.11276	0.13126	0.11715	0.10824	0.10931	0.14086	0.18573	0.22612	0.22045
SF	7	0.10978	0.15689	0.11779	0.14198	0.126	0.10815	0.11275	0.12916	0.18714	0.22447	0.22082
SF	7	0.09486	0.17464	0.12855	0.15634	0.13834	0.11995	0.11693	0.15281	0.1965	0.23344	0.23097
SF	7	0.07675	0.16803	0.12571	0.11912	0.10836	0.1112	0.10599	0.14384	0.17349	0.20887	0.20663
SF	7	0.08052	0.15672	0.11718	0.13804	0.12549	0.11315	0.11113	0.13775	0.17514	0.20142	0.20607
SF	7	0.06585	0.15235	0.11189	0.13541	0.12377	0.11038	0.10699	0.13657	0.15792	0.17533	0.19298
SF	7	0.09458	0.18013	0.13272	0.13923	0.12608	0.12176	0.12025	0.15858	0.19934	0.2383	0.24439
SF	7	0.09869	0.18502	0.13754	0.13817	0.12359	0.12024	0.11718	0.15912	0.20949	0.25757	0.24054
SF	7	0.07573	0.15628	0.11529	0.11865	0.10395	0.09824	0.0969	0.13498	0.16976	0.19919	0.20207
SF	7	0.07652	0.17751	0.12974	0.15026	0.139	0.12431	0.11978	0.15594	0.18303	0.20991	0.23399
SF	7	0.05474	0.1464	0.10946	0.10676	0.09908	0.09819	0.09225	0.12646	0.14543	0.16746	0.17348
SF	7	0.1079	0.17753	0.13169	0.11832	0.10262	0.11243	0.1135	0.15861	0.20649	0.25054	0.24428
SF	7	0.10427	0.171	0.12523	0.14294	0.12555	0.11584	0.11593	0.1537	0.19079	0.22927	0.23032
SF	7	0.09842	0.17743	0.12821	0.16315	0.14186	0.12607	0.12477	0.16883	0.20897	0.25182	0.25685
SF	7	0.09638	0.16593	0.12392	0.15855	0.1456	0.12608	0.12462	0.14668	0.1957	0.23354	0.24176
SF	7	0.10878	0.17708	0.13299	0.1534	0.13721	0.12413	0.1218	0.14845	0.20394	0.24397	0.2343
SF	7	0.05266	0.11733	0.08912	0.10152	0.09347	0.08713	0.08485	0.1096	0.13493	0.15665	0.15994
SF	7	0.1154	0.1422	0.10701	0.12686	0.11312	0.10442	0.11033	0.12891	0.18253	0.2219	0.22478
SF	7	0.10126	0.18217	0.13418	0.14745	0.13184	0.12542	0.12494	0.16687	0.20911	0.25208	0.25205
SF	7	0.19547	0.15866	0.12269	0.0959	0.08263	0.11358	0.13184	0.14619	0.2765	0.35006	0.30589
BF	9	0.08893	0.15988	0.11796	0.1745	0.1621	0.12723	0.12513	0.14239	0.16838	0.18426	0.2094
BF	9	0.07297	0.19066	0.14091	0.15427	0.15001	0.12764	0.11871	0.15556	0.18494	0.21104	0.21114
BF	9	0.0602	0.18151	0.13125	0.11481	0.10845	0.10637	0.09868	0.13774	0.14598	0.16022	0.16816
BF	9	0.07394	0.17155	0.12611	0.12286	0.11373	0.10634	0.10171	0.13228	0.14774	0.16643	0.17654
BF	9	0.05841	0.11265	0.08466	0.11618	0.1098	0.09027	0.09199	0.10666	0.12773	0.14677	0.15252
BF	9	0.07586	0.13031	0.09817	0.14201	0.12682	0.10554	0.10592	0.12743	0.16061	0.18922	0.19254
BF	9	0.05726	0.14918	0.11089	0.1262	0.12124	0.10508	0.0992	0.12184	0.14554	0.16064	0.16687
BF	9	0.08413	0.21023	0.15473	0.18235	0.18292	0.14796	0.1381	0.16874	0.19396	0.2205	0.23233
BF	9	0.05077	0.09903	0.07622	0.10778	0.10217	0.08668	0.085	0.09847	0.10758	0.11987	0.13967
BF	9	0.09014	0.17704	0.13129	0.18297	0.16906	0.14221	0.13835	0.15599	0.18272	0.2003	0.2383
BF	9	0.09717	0.1631	0.12391	0.14158	0.13228	0.11464	0.11245	0.13476	0.17575	0.21574	0.20236
BF	9	0.08223	0.14286	0.10977	0.14363	0.14279	0.11361	0.11129	0.1203	0.14989	0.17154	0.17941
BF	9	0.05897	0.10979	0.08355	0.11377	0.10539	0.08783	0.08771	0.10372	0.12049	0.13366	0.15247
BF	9	0.06982	0.12291	0.0946	0.13667	0.13284	0.10468	0.1039	0.10923	0.13433	0.14932	0.16222
BF	9	0.08941	0.1538	0.11394	0.16081	0.15123	0.12136	0.11978	0.13959	0.1567	0.1766	0.19741
BF	9	0.08514	0.18006	0.13239	0.15175	0.14154	0.12685	0.12091	0.15803	0.181	0.21178	0.21494
BF	9	0.08249	0.15756	0.11814	0.15758	0.15699	0.12028	0.11755	0.13013	0.15868	0.17719	0.18169
BF	9	0.09067	0.19459	0.14336	0.18084	0.18078	0.14181	0.1348	0.15671	0.17838	0.19598	0.208
BF	9	0.0578	0.14957	0.11095	0.11003	0.10346	0.10036	0.09548	0.12975	0.13875	0.15919	0.17266
BF	9	0.06486	0.11595	0.08883	0.12577	0.11861	0.09816	0.0968	0.11122	0.13325	0.15222	0.16644
BF	9	0.08454	0.12974	0.0998	0.16795	0.16207	0.11486	0.11298	0.11941	0.1482	0.16284	0.17966
BF	9	0.05716	0.09043	0.06957	0.11071	0.1038	0.08326	0.08618	0.0938	0.11737	0.13607	0.14906
BF	9	0.06496	0.10349	0.0811	0.12495	0.12344	0.09157	0.09159	0.09094	0.11281	0.12383	0.13961
BF	9	0.07439	0.12724	0.09512	0.1305	0.1221	0.09695	0.09681	0.11083	0.12508	0.14111	0.15357
BF	9	0.08185	0.15961	0.11956	0.12579	0.11735	0.10813	0.10459	0.1364	0.16555	0.19656	0.19262
BF	9	0.06297	0.09368	0.07236	0.11802	0.11197	0.08629	0.08815	0.08885	0.11241	0.12409	0.14288
BF	9	0.05839	0.15478	0.1141	0.11079	0.10368	0.09767	0.09275	0.12707	0.13686	0.15524	0.16121
BF	9	0.0551	0.1432	0.10571	0.12124	0.11278	0.10144	0.09757	0.12948	0.14626	0.16664	0.18296
BF	9	0.05432	0.13578	0.1006	0.10622	0.09906	0.09177	0.08831	0.11818	0.13072	0.15012	0.15906
BF	9	0.07088	0.15288	0.11263	0.14946	0.13829	0.11374	0.11024	0.12898	0.14871	0.16304	0.18309
BF	9	0.05405	0.13149	0.09665	0.1121	0.10646	0.0954	0.09385	0.11607	0.13701	0.15413	0.16439
BF	9	0.04716	0.12414	0.09365	0.09194	0.08878	0.08379	0.07827	0.10419	0.11415	0.12898	0.1363
BF	9	0.06221	0.12701	0.09555	0.12886	0.1208	0.10036	0.09959	0.11908	0.12912	0.14614	0.16411
BF	9	0.09644	0.16578	0.12428	0.18647	0.1803	0.13144	0.1276	0.1389	0.16563	0.18349	0.19984
BF	9	0.07707	0.09455	0.07539	0.14079	0.13556	0.09682	0.09816	0.09075	0.11667	0.13122	0.15354
BF	9	0.09004	0.13801	0.10618	0.17537	0.1706	0.12332	0.12242	0.1223	0.1515	0.16697	0.19389
GR	9	0.08035	0.1484	0.11378	0.15548	0.14843	0.1208	0.12086	0.12784	0.1573	0.17612	0.20181
GR	9	0.0821	0.14084	0.10678	0.11713	0.10417	0.0983	0.09723	0.12252	0.15902	0.19216	0.18875
GR	9	0.07429	0.21315	0.15889	0.14724	0.14137	0.13438	0.13183	0.16298	0.18591	0.20085	0.2151
GR	9	0.05007	0.19304	0.14013	0.10191	0.09371	0.10886	0.09686	0.14797	0.15306	0.1653	0.17013
GR	9	0.07556	0.18287	0.13408	0.13376	0.12166	0.11739	0.11204	0.1513	0.17543	0.20618	0.22063
GR	9	0.07238	0.18545	0.13587	0.10945	0.09686	0.1091	0.1016	0.15444	0.17385	0.20679	0.2084
GR	9	0.06239	0.21056	0.15741	0.14816	0.1443	0.13945	0.13233	0.1704	0.17978	0.19253	0.22556
GR	9	0.07129	0.18354	0.13985	0.14064	0.14028	0.12805	0.12581	0.14796	0.16653	0.18438	0.20906
GR	9	0.05471	0.15005	0.11348	0.12016	0.11562	0.10697	0.10275	0.12461	0.14156	0.15703	0.1833
GR	9	0.05603	0.18446	0.13894	0.12741	0.12848	0.12378	0.12167	0.14743	0.15916	0.16984	0.20114
GR	9	0.07408	0.18855	0.14102	0.15476	0.14639	0.13157	0.1253	0.14939	0.16941	0.18401	0.21506
GR	9	0.05432	0.12043	0.09298	0.10382	0.09928	0.08877	0.08647	0.10053	0.12036	0.13306	0.15296
GR	9	0.07242	0.18939	0.14152	0.13597	0.12475	0.12397	0.11748	0.15385	0.18286	0.21251	0.21858
GR	9	0.07846	0.21811	0.16378	0.17078	0.16311	0.14935	0.14818	0.17944	0.19935	0.21969	0.24276
GR	9	0.08134	0.19396	0.14682	0.16241	0.15115	0.13528	0.13459	0.1614	0.19218	0.21511	0.23008
GR	9	0.0628	0.14298	0.11066	0.12623	0.12741	0.11094	0.11241	0.11827	0.14148	0.15599	0.18909
GR	9	0.0507	0.08861	0.07217	0.09484	0.09196	0.07605	0.08132	0.08054	0.10704	0.12027	0.13014
GR	9	0.09058	0.15287	0.11446	0.12935	0.11322	0.10539	0.10332	0.13969	0.17353	0.21568	0.21117
GR	9	0.07407	0.12899	0.09834	0.11271	0.10569	0.09271	0.09378	0.10857	0.13772	0.16249	0.17579
GR	9	0.06877	0.21084	0.15817	0.13882	0.13414	0.13662	0.13399	0.16624	0.1952	0.21923	0.2307
GR	9	0.0531	0.14212	0.10793	0.10886	0.10519	0.09896	0.09794	0.11617	0.1405	0.15378	0.16626
GR	9	0.08349	0.19777	0.14736	0.16238	0.15116	0.13722	0.13168	0.1623	0.18464	0.20216	0.22531
