Status	Age	3275.94cm	2922.99cm	2853.55cm	1635.56cm	1540.09cm	1457.15cm	1379.04cm	1155.31	1076.23cm	1028.97cm	525.57cm
GR	9	0.07759	0.18525	0.1356	0.15786	0.14612	0.13023	0.12183	0.15909	0.17337	0.18935	0.22343
GR	9	0.06931	0.17468	0.1288	0.13036	0.12073	0.11537	0.11029	0.14483	0.old	0.19469	0.21225
GR	9	0.06529	0.15458	0.11576	0.10851	0.09623	0.09822	0.09328	0.13043	0.1606	0.19272	0.19582
GR	9	0.07819	0.13267	0.10134	0.13457	0.12562	0.10561	0.10615	0.11702	0.15483	0.18188	0.19413
GR	9	0.08128	0.1803	0.13644	0.1586	0.15611	0.13565	0.13667	0.14866	0.18004	0.1985	0.23227
GR	9	0.07491	0.16339	0.12194	0.12913	0.11723	0.11061	0.10661	0.13828	0.17121	0.20241	0.20976
GR	9	0.07097	0.18971	0.14258	0.14895	0.143	0.12987	0.12913	0.15843	0.16731	0.18395	0.21114
GR	9	0.07745	0.17541	0.13268	0.15285	0.14555	0.12634	0.12379	0.14365	0.17259	0.19637	0.21796
GR	9	0.06552	0.15476	0.11692	0.12468	0.11786	0.10902	0.10717	0.13044	0.15683	0.18388	0.20117
GR	9	0.07592	0.17822	0.13333	0.1511	0.14416	0.12749	0.12183	0.1446	0.16762	0.18514	0.21717
GR	9	0.06455	0.17648	0.13332	0.13321	0.1309	0.12148	0.12097	0.14096	0.16407	0.18151	0.20079
GR	9	0.06788	0.17417	0.13087	0.13994	0.13452	0.12376	0.11771	0.14619	0.15218	0.16891	0.19631
GR	9	0.06584	0.19431	0.14481	0.13105	0.12351	0.1234	0.11593	0.15461	0.16799	0.18728	0.1993
GR	9	0.08913	0.1865	0.14058	0.16859	0.15892	0.13787	0.13352	0.15746	0.19365	0.22473	0.24546
GR	9	0.09132	0.16948	0.13136	0.17879	0.17338	0.13936	0.14004	0.14566	0.17643	0.1991	0.23009
GR	9	0.07239	0.17102	0.1301	0.14882	0.14175	0.12681	0.12436	0.14502	0.178	0.1987	0.21744
GR	9	0.07222	0.15361	0.12043	0.13946	0.14171	0.12146	0.12854	0.12891	0.15957	0.18093	0.20261
GR	9	0.07922	0.20713	0.15434	0.18349	0.16577	0.14727	0.13698	0.16886	0.18813	0.19603	0.23633
GR	9	0.06917	0.1805	0.13504	0.1393	0.13194	0.12494	0.11938	0.15032	0.17154	0.19246	0.22124
GR	9	0.04201	0.093	0.07293	0.08556	0.0836	0.07325	0.07378	0.07864	0.09283	0.1016	0.11344
SF	9	0.07337	0.17226	0.12887	0.10978	0.10118	0.10665	0.10199	0.14236	0.16899	0.19864	0.20709
SF	9	0.08329	0.18053	0.13375	0.12386	0.11609	0.11403	0.11126	0.14051	0.17982	0.21103	0.23509
SF	9	0.06071	0.11705	0.08976	0.08283	0.07537	0.07573	0.07647	0.09796	0.12679	0.15094	0.14922
SF	9	0.04137	0.09442	0.07295	0.06442	0.06046	0.05975	0.05795	0.07643	0.09179	0.1059	0.11528
SF	9	0.04946	0.158	0.11739	0.07781	0.0704	0.08631	0.07872	0.12944	0.13599	0.15789	0.1632
SF	9	0.05758	0.1642	0.12058	0.08405	0.07629	0.09129	0.08427	0.13384	0.15314	0.18456	0.18439
SF	9	0.04987	0.18411	0.1334	0.08072	0.07417	0.09628	0.08829	0.1438	0.15143	0.17235	0.1784
SF	9	0.05757	0.11239	0.08757	0.08825	0.08385	0.07737	0.07605	0.08905	0.11165	0.13241	0.14735
SF	9	0.04654	0.13969	0.10463	0.06668	0.06012	0.07484	0.06668	0.10923	0.11664	0.14079	0.14009
SF	9	0.05994	0.16207	0.12109	0.0851	0.07603	0.08834	0.08175	0.12286	0.14487	0.17619	0.16753
SF	9	0.05552	0.10323	0.07942	0.08911	0.08232	0.07189	0.06918	0.08108	0.10995	0.12889	0.13149
SF	9	0.0447	0.16601	0.12088	0.08057	0.07535	0.09143	0.08216	0.13247	0.13501	0.15394	0.17146
SF	9	0.08794	0.19503	0.14386	0.12269	0.11374	0.12103	0.11542	0.15641	0.187	0.21802	0.22705
SF	9	0.05129	0.18218	0.13142	0.08129	0.07643	0.09447	0.08369	0.13538	0.1345	0.15083	0.16835
SF	9	0.06873	0.15508	0.11607	0.13099	0.11682	0.10767	0.10349	0.13358	0.16288	0.18947	0.19742
SF	9	0.08681	0.18103	0.1342	0.15102	0.13108	0.12191	0.11669	0.15804	0.19642	0.23374	0.23374
SF	9	0.07927	0.15949	0.11973	0.13212	0.11705	0.10947	0.10772	0.14012	0.17873	0.2177	0.21858
SF	9	0.08607	0.17001	0.12532	0.14173	0.12457	0.1152	0.11384	0.15054	0.1879	0.22472	0.22799
SF	9	0.0731	0.18562	0.13797	0.1383	0.12787	0.12485	0.11864	0.15375	0.17526	0.20047	0.223
SF	9	0.0891	0.11979	0.09283	0.14316	0.12643	0.10107	0.10253	0.11768	0.16202	0.19621	0.20585
SF	9	0.07763	0.13003	0.10121	0.12544	0.11502	0.0982	0.09787	0.1109	0.15545	0.18026	0.19098
SF	9	0.09703	0.19637	0.14434	0.1517	0.13215	0.12828	0.12442	0.174	0.21376	0.26137	0.26524
SF	9	0.08125	0.1649	0.12232	0.13007	0.11671	0.10795	0.1064	0.13532	0.17089	0.2005	0.20389
SF	9	0.06926	0.15523	0.11605	0.12007	0.10686	0.1036	0.10094	0.12965	0.16581	0.19378	0.19661
SF	9	0.07277	0.17723	0.13058	0.12342	0.10822	0.1105	0.10483	0.15371	0.1745	0.20974	0.21475
SF	9	0.06341	0.16769	0.12455	0.11304	0.1018	0.10674	0.09836	0.14088	0.15317	0.17667	0.18952
SF	9	0.08494	0.17284	0.1271	0.12708	0.10839	0.10947	0.10612	0.15446	0.19321	0.24097	0.23355
SF	9	0.07984	0.16095	0.11987	0.14707	0.13465	0.11768	0.11635	0.14094	0.17807	0.2066	0.21861
SF	9	0.06606	0.14668	0.11103	0.12581	0.11463	0.1047	0.10132	0.12475	0.15911	0.18368	0.19326
SF	9	0.07838	0.12229	0.09438	0.12737	0.11464	0.09901	0.09934	0.12032	0.15112	0.18552	0.19509
SF	9	0.07823	0.18099	0.13385	0.12819	0.11319	0.11388	0.10937	0.15417	0.19002	0.23094	0.2306
SF	9	0.05875	0.10781	0.08289	0.10646	0.09756	0.08535	0.08552	0.10078	0.13307	0.15593	0.16248
SF	9	0.08199	0.18757	0.13826	0.17758	0.16015	0.13447	0.12532	0.15522	0.18361	0.19635	0.23446
SF	9	0.06781	0.14545	0.10994	0.12701	0.11634	0.10649	0.10353	0.13139	0.15738	0.18792	0.20235
SF	9	0.08133	0.16253	0.1225	0.14347	0.13224	0.11867	0.11769	0.13902	0.17547	0.2046	0.21926
SF	9	0.0451	0.12382	0.09418	0.08753	0.08099	0.08174	0.07763	0.10113	0.1188	0.13296	0.14093
SF	9	0.04968	0.13597	0.10208	0.094	0.08566	0.08769	0.08212	0.11676	0.13146	0.14738	0.15582
SF	9	0.10451	0.1932	0.1411	0.16314	0.14307	0.13249	0.13063	0.17398	0.22119	0.26651	0.27047
SF	9	0.09842	0.18657	0.13926	0.14975	0.13324	0.12747	0.12511	0.16507	0.20755	0.25604	0.25944
SF	9	0.07825	0.12069	0.09406	0.13776	0.12909	0.1021	0.10255	0.10788	0.14415	0.17226	0.1915
SF	9	0.07829	0.15078	0.11289	0.1426	0.12904	0.11162	0.10888	0.13614	0.16401	0.193	0.20602
SF	9	0.08217	0.17909	0.1332	0.14409	0.12842	0.12205	0.11767	0.15691	0.18953	0.2261	0.23403
SF	9	0.0752	0.13053	0.0981	0.12981	0.1172	0.1012	0.10138	0.12243	0.15796	0.19155	0.20305
SF	9	0.07901	0.14242	0.10732	0.13274	0.11782	0.10292	0.10013	0.1288	0.16439	0.19911	0.19759
SF	9	0.07171	0.08797	0.07187	0.12337	0.11689	0.08971	0.09297	0.08743	0.12819	0.15007	0.17595
SF	9	0.07298	0.16079	0.12195	0.13748	0.1279	0.11858	0.11401	0.13477	0.15808	0.17798	0.20354
SF	9	0.08733	0.13831	0.10522	0.13246	0.11612	0.10113	0.10044	0.12478	0.16811	0.2088	0.20258
SF	9	0.06352	0.15628	0.11757	0.11919	0.10966	0.10582	0.09962	0.13366	0.15493	0.18002	0.19301
SF	9	0.08241	0.15953	0.12105	0.13705	0.12396	0.11511	0.11378	0.1434	0.18109	0.22087	0.22131
SF	9	0.10332	0.19499	0.14293	0.1673	0.14543	0.13328	0.13036	0.17538	0.22457	0.27775	0.27192
SF	9	0.08915	0.16409	0.12499	0.17566	0.16312	0.13227	0.1301	0.13887	0.18295	0.20067	0.23134
SF	9	0.0653	0.1417	0.10824	0.12577	0.11652	0.10634	0.10183	0.11485	0.14021	0.15705	0.17323
SF	9	0.08038	0.17229	0.12764	0.13653	0.1202	0.11269	0.10678	0.14752	0.17852	0.21223	0.21747
SF	9	0.05386	0.15163	0.11137	0.08364	0.07194	0.08147	0.07292	0.11276	0.12744	0.14498	0.14371
SF	9	0.10464	0.18072	0.1353	0.16442	0.14543	0.13035	0.13009	0.16512	0.21362	0.26112	0.2687
SF	9	0.03122	0.08585	0.06691	0.06428	0.06009	0.06168	0.05858	0.07907	0.09005	0.10279	0.1105
SF	9	0.10675	0.19343	0.14482	0.18441	0.16726	0.14646	0.14345	0.16948	0.21598	0.25118	0.2723
SF	9	0.07953	0.18242	0.13825	0.15321	0.14577	0.13239	0.12775	0.15157	0.17329	0.18466	0.21302
SF	9	0.08025	0.15833	0.12013	0.14259	0.13119	0.11736	0.11494	0.13489	0.17091	0.20337	0.21426
SF	9	0.07043	0.15645	0.11659	0.127	0.1145	0.10619	0.10275	0.13369	0.16351	0.1934	0.20235
SF	9	0.05886	0.14964	0.11152	0.11427	0.10405	0.09985	0.09513	0.12779	0.14769	0.17226	0.18515
SF	9	0.08815	0.1789	0.13314	0.14967	0.13403	0.12511	0.12079	0.15479	0.19315	0.2303	0.23905
BF	old	0.08043	0.09689	0.07661	0.15417	0.14605	0.09511	0.09566	0.08893	0.11638	0.1231	0.15538
BF	old	0.07932	0.15596	0.11884	0.14359	0.13482	0.11503	0.11423	0.12629	0.16946	0.19483	0.19982
BF	old	0.07484	0.08668	0.06882	0.12807	0.12205	0.08415	0.0865	0.07875	0.11442	0.12839	0.14594
BF	old	0.08593	0.09578	0.07615	0.1564	0.1494	0.09805	0.10265	0.08819	0.12825	0.14011	0.16519
BF	old	0.09251	0.13479	0.10253	0.18611	0.18987	0.12635	0.123	0.1125	0.14338	0.14984	0.19582
BF	old	0.08841	0.10606	0.08393	0.15488	0.14969	0.10151	0.1048	0.09237	0.13507	0.14998	0.1774
BF	old	0.06127	0.10934	0.08551	0.11457	0.11059	0.08767	0.08762	0.09157	0.12253	0.14111	0.15112
BF	old	0.06143	0.07275	0.05875	0.11924	0.11482	0.07942	0.08474	0.07413	0.10776	0.11875	0.14198
BF	old	0.07261	0.10773	0.08401	0.1315	0.12553	0.09437	0.09485	0.09498	0.12817	0.1405	0.16116
BF	old	0.09334	0.1873	0.13997	0.15559	0.13879	0.13222	0.12997	0.16055	0.20543	0.244	0.24351
BF	old	0.07705	0.12242	0.09625	0.14664	0.13887	0.10517	0.10628	0.10775	0.14668	0.16762	0.18315
BF	old	0.08166	0.12978	0.09893	0.17082	0.16089	0.11376	0.11162	0.11266	0.13443	0.14246	0.18235
BF	old	0.0883	0.13031	0.09909	0.18001	0.17331	0.12135	0.11973	0.11425	0.14538	0.15221	0.19118
BF	old	0.08986	0.12072	0.09409	0.15287	0.14534	0.10426	0.10776	0.10076	0.1452	0.16399	0.17464
BF	old	0.08988	0.12784	0.09838	0.19769	0.18901	0.12589	0.12304	0.11947	0.14143	0.14608	0.20202
BF	old	0.09967	0.14858	0.11335	0.1933	0.18697	0.13085	0.12951	0.12425	0.15911	0.17104	0.20888
BF	old	0.08375	0.08977	0.07116	0.16761	0.16002	0.10193	0.10307	0.08856	0.11775	0.12298	0.16535
BF	old	0.09159	0.13854	0.10622	0.16974	0.16198	0.11843	0.11862	0.11729	0.15866	0.17771	0.19195
BF	old	0.09087	0.1121	0.0877	0.17347	0.16643	0.11296	0.11335	0.1033	0.13814	0.14964	0.18154
BF	old	0.06654	0.12863	0.09888	0.13162	0.12799	0.10237	0.10097	0.1097	0.1398	0.15963	0.16648
BF	old	0.08965	0.12599	0.09848	0.15174	0.14843	0.11095	0.11573	0.11489	0.15991	0.17964	0.19663
BF	old	0.08112	0.10903	0.08486	0.15239	0.14794	0.10254	0.10189	0.09706	0.1269	0.13769	0.1645
BF	old	0.09602	0.13017	0.09953	0.19275	0.19782	0.12844	0.12567	0.1061	0.13449	0.13579	0.18996
BF	old	0.06793	0.11839	0.09149	0.10826	0.10035	0.08799	0.08844	0.09933	0.13742	0.16386	0.16641
BF	old	0.0983	0.12724	0.09864	0.18539	0.18147	0.12262	0.12424	0.11128	0.15373	0.16719	0.20527
BF	old	0.08694	0.10179	0.08002	0.1628	0.15534	0.10445	0.10471	0.09379	0.12368	0.13144	0.16384
BF	old	0.07923	0.13905	0.10493	0.14349	0.13473	0.11018	0.10972	0.11735	0.15421	0.17603	0.1866
BF	old	0.07273	0.19435	0.14532	0.15284	0.14902	0.13291	0.12406	0.1544	0.17444	0.18815	0.20353
BF	old	0.0817	0.16054	0.12029	0.13387	0.12504	0.11213	0.1091	0.13603	0.16983	0.20391	0.20989
BF	old	0.08736	0.16778	0.12698	0.16375	0.15522	0.12842	0.12444	0.13954	0.18236	0.20482	0.2178
BF	old	0.07808	0.09118	0.07215	0.14264	0.13812	0.09415	0.0956	0.08313	0.11629	0.12768	0.15326
BF	old	0.08105	0.09355	0.07451	0.15051	0.145	0.09547	0.09738	0.08796	0.12816	0.14469	0.16307
BF	old	0.11256	0.14488	0.10749	0.20505	0.18252	0.13893	0.14047	0.14453	0.18193	0.19695	0.22275
BF	old	0.08978	0.1582	0.11755	0.1769	0.16807	0.13624	0.13299	0.14925	0.17905	0.19559	0.22208
BF	old	0.09904	0.14388	0.10662	0.20865	0.1903	0.13908	0.13739	0.13846	0.15674	0.16139	0.20818
BF	old	0.06554	0.11571	0.08692	0.1487	0.13966	0.10996	0.10841	0.11662	0.12761	0.13138	0.1671
BF	old	0.0772	0.20579	0.14861	0.17244	0.16028	0.15042	0.13598	0.18365	0.18576	0.18605	0.22167
BF	old	0.08567	0.1365	0.1024	0.18154	0.17067	0.12833	0.12454	0.12761	0.14993	0.14909	0.19872
BF	old	0.06065	0.10225	0.07764	0.12966	0.12417	0.09848	0.09561	0.10406	0.12124	0.1293	0.15371
BF	old	0.08958	0.16666	0.12302	0.19117	0.1784	0.14223	0.13582	0.14745	0.16714	0.16669	0.21105
BF	old	0.077	0.10454	0.0802	0.15251	0.14233	0.11169	0.11049	0.11289	0.13331	0.13493	0.16913
GR	old	0.05893	0.12464	0.0941	0.12678	0.11803	0.09953	0.09623	0.11934	0.14898	0.17519	0.18193
GR	old	0.09034	0.15006	0.1137	0.15268	0.13907	0.11847	0.11778	0.13924	0.18432	0.22174	0.22847
GR	old	0.06951	0.13015	0.09748	0.14312	0.13485	0.10946	0.10827	0.12858	0.16471	0.19727	0.20186
GR	old	0.06521	0.11658	0.08713	0.13093	0.12603	0.09785	0.09672	0.10187	0.12667	0.13827	0.16811
GR	old	0.05586	0.12183	0.09205	0.11796	0.11236	0.09504	0.09088	0.10769	0.12479	0.13859	0.15772
GR	old	0.07734	0.14956	0.11245	0.16856	0.15918	0.12761	0.12899	0.14353	0.17907	0.1993	0.22713
GR	old	0.06585	0.13787	0.10562	0.15313	0.14727	0.1186	0.11755	0.12378	0.14869	0.15981	0.19249
GR	old	0.06012	0.12466	0.09358	0.14247	0.13333	0.11055	0.1094	0.12825	0.15935	0.1837	0.20555
GR	old	0.08627	0.11511	0.08838	0.15973	0.15247	0.10967	0.10979	0.10856	0.12845	0.13641	0.16752
GR	old	0.05269	0.1216	0.09177	0.1155	0.11174	0.09511	0.09099	0.11388	0.13907	0.16268	0.17271
GR	old	0.08532	0.17883	0.13119	0.20203	0.18839	0.14934	0.14372	0.16181	0.2022	0.21641	0.26762
GR	old	0.09567	0.14471	0.10847	0.18187	0.17113	0.12949	0.12692	0.1405	0.17202	0.2063	0.22772
GR	old	0.08494	0.12639	0.09524	0.15463	0.14517	0.11329	0.1112	0.12412	0.15349	0.17679	0.19784
GR	old	0.08414	0.13105	0.09863	0.16302	0.15106	0.11881	0.12173	0.13757	0.17232	0.20337	0.2291
GR	old	0.07414	0.15302	0.11243	0.16807	0.15163	0.12403	0.11672	0.13745	0.16066	0.17204	0.20869
GR	old	0.10048	0.15636	0.11827	0.19725	0.18888	0.14184	0.14277	0.14838	0.19466	0.22036	0.2505
GR	old	0.11761	0.19176	0.13821	0.28028	0.24762	0.17773	0.17095	0.18454	0.23658	0.2304	0.30576
GR	old	0.11243	0.19804	0.1471	0.26056	0.23876	0.17226	0.1779	0.18072	0.22354	0.22312	0.29693
GR	old	0.08463	0.1599	0.11667	0.19061	0.16746	0.13375	0.12551	0.15101	0.17571	0.18554	0.22309
GR	old	0.07526	0.18203	0.1347	0.19085	0.18493	0.14762	0.15086	0.16424	0.19245	0.19817	0.25516
GR	old	0.07059	0.10386	0.07819	0.12863	0.11972	0.09628	0.09555	0.10551	0.12891	0.14709	0.17316
GR	old	0.10121	0.15769	0.117	0.20079	0.18276	0.14513	0.14493	0.16248	0.20984	0.24302	0.2775
GR	old	0.06756	0.15194	0.11258	0.16358	0.16243	0.13204	0.12782	0.13556	0.15019	0.15156	0.20496
GR	old	0.06993	0.1192	0.09055	0.16177	0.15853	0.11737	0.11684	0.1176	0.12825	0.12299	0.18161
GR	old	0.10613	0.18649	0.13741	0.16492	0.15321	0.13849	0.13583	0.17505	0.21614	0.26165	0.26936
GR	old	0.13474	0.20061	0.14996	0.27106	0.25095	0.18825	0.19685	0.1917	0.24626	0.25211	0.32423
GR	old	0.08945	0.13932	0.10601	0.16095	0.15335	0.11903	0.12121	0.12869	0.16123	0.17915	0.20384
GR	old	0.13256	0.16535	0.12303	0.24703	0.23234	0.16041	0.16407	0.1621	0.20587	0.22562	0.28066
GR	old	0.09621	0.11042	0.08496	0.17427	0.16309	0.11584	0.11716	0.11749	0.15987	0.18163	0.20516
GR	old	0.08239	0.12945	0.09901	0.17075	0.16459	0.12642	0.12554	0.12275	0.15992	0.17553	0.21323
GR	old	0.08673	0.15731	0.11815	0.18236	0.17883	0.14204	0.14413	0.15231	0.19049	0.2147	0.25016
GR	old	0.07244	0.11227	0.08659	0.13595	0.12841	0.10065	0.09868	0.10939	0.14486	0.16958	0.17741
SF	old	0.07865	0.11909	0.09102	0.12863	0.11759	0.09642	0.10166	0.11403	0.15145	0.18156	0.20248
SF	old	0.06218	0.13296	0.1008	0.09329	0.0817	0.08433	0.08409	0.11399	0.14171	0.17067	0.17092
SF	old	0.08027	0.1732	0.12921	0.12139	0.10855	0.10858	0.10438	0.14173	0.17361	0.20821	0.20614
SF	old	0.0786	0.17742	0.12831	0.14932	0.14092	0.12736	0.1243	0.15444	0.1698	0.19187	0.22838
SF	old	0.07739	0.18444	0.13797	0.13666	0.12429	0.12033	0.11549	0.14927	0.1841	0.21782	0.22016
SF	old	0.05725	0.13499	0.10217	0.10258	0.09437	0.09091	0.08673	0.11596	0.13632	0.1589	0.16528
SF	old	0.09382	0.18333	0.13838	0.14091	0.12438	0.12362	0.12005	0.15277	0.19147	0.22926	0.22838
SF	old	0.0773	0.14113	0.10842	0.122	0.11383	0.10235	0.10157	0.12077	0.16177	0.19296	0.19201
SF	old	0.06321	0.124	0.09595	0.10258	0.09633	0.08772	0.08633	0.10096	0.12931	0.15076	0.15651
SF	old	0.07637	0.12795	0.09919	0.12108	0.11033	0.09686	0.0935	0.11275	0.14908	0.17654	0.17403
SF	old	0.09199	0.16727	0.12464	0.14212	0.12549	0.11515	0.11294	0.14713	0.18288	0.21896	0.21496
SF	old	0.06954	0.19078	0.14103	0.13922	0.13052	0.1241	0.11551	0.15086	0.17118	0.18821	0.20371
SF	old	0.08323	0.15768	0.11992	0.16459	0.15504	0.12457	0.12246	0.13219	0.17408	0.19664	0.22149
SF	old	0.07433	0.19409	0.14462	0.13265	0.12244	0.12236	0.11471	0.15379	0.19047	0.22178	0.22149
SF	old	0.04777	0.1282	0.09684	0.08265	0.07773	0.08065	0.07546	0.1031	0.11891	0.13751	0.13978
SF	old	0.07633	0.16624	0.12327	0.14061	0.12717	0.11489	0.10912	0.14411	0.16723	0.19388	0.2075
SF	old	0.08531	0.16343	0.1242	0.16303	0.15572	0.12947	0.12668	0.13654	0.17296	0.19016	0.22214
SF	old	0.06442	0.16241	0.12091	0.12406	0.11545	0.10726	0.10099	0.13025	0.1564	0.17955	0.18914
SF	old	0.06241	0.19605	0.1433	0.12857	0.1183	0.12008	0.10739	0.15286	0.15946	0.17133	0.18614
SF	old	0.05966	0.15555	0.11746	0.11335	0.11035	0.1051	0.09839	0.12497	0.14206	0.15898	0.17223
SF	old	0.07543	0.18073	0.13355	0.13675	0.12867	0.12081	0.11692	0.14577	0.17296	0.19893	0.21307
SF	old	0.05543	0.18403	0.1357	0.10671	0.09787	0.10663	0.09624	0.14356	0.15969	0.18169	0.19126
SF	old	0.06392	0.14892	0.11127	0.0978	0.08982	0.09161	0.08691	0.12034	0.14185	0.17227	0.1787
SF	old	0.0707	0.15725	0.11694	0.11672	0.10641	0.10362	0.10149	0.13504	0.16739	0.19861	0.20992
SF	old	0.06271	0.14557	0.11155	0.12852	0.11804	0.10765	0.09995	0.11978	0.14337	0.15918	0.16919
SF	old	0.07575	0.15136	0.11463	0.13182	0.1225	0.10939	0.10623	0.12626	0.16196	0.19106	0.20016
SF	old	0.07586	0.12785	0.09918	0.12975	0.12225	0.10233	0.10163	0.10919	0.14488	0.1694	0.18246
SF	old	0.06517	0.16991	0.12737	0.13008	0.12368	0.11634	0.10899	0.1387	0.16505	0.18414	0.2019
SF	old	0.05694	0.11641	0.08704	0.09409	0.08702	0.0824	0.08108	0.09979	0.12399	0.14653	0.154
SF	old	0.06791	0.19924	0.14501	0.11765	0.10903	0.11575	0.10868	0.15462	0.17693	0.20518	0.21551
SF	old	0.06479	0.21434	0.15593	0.11144	0.10075	0.11918	0.10851	0.17393	0.19135	0.22161	0.20843
SF	old	0.06981	0.22255	0.16148	0.13467	0.12449	0.13123	0.11644	0.1754	0.18389	0.20328	0.21873
SF	old	0.05752	0.15769	0.11812	0.09744	0.09083	0.09595	0.08932	0.12836	0.1404	0.1647	0.17404
SF	old	0.08097	0.12877	0.10012	0.12596	0.11665	0.09957	0.10131	0.1115	0.15848	0.19568	0.2005
SF	old	0.07112	0.16958	0.12735	0.11369	0.10537	0.10846	0.10297	0.13954	0.1665	0.20105	0.20152
SF	old	0.07775	0.19609	0.1459	0.14669	0.13938	0.12977	0.12091	0.15059	0.17832	0.19332	0.21475
SF	old	0.06243	0.11387	0.08689	0.10015	0.09011	0.08212	0.07914	0.10148	0.12954	0.15536	0.15094
BF	old	0.07943	0.14742	0.11129	0.15309	0.14544	0.11191	0.10967	0.11849	0.14571	0.1607	0.17877
BF	old	0.08563	0.13767	0.10526	0.15786	0.1481	0.11039	0.10819	0.11384	0.13743	0.14994	0.16585
BF	old	0.09409	0.15085	0.11427	0.19282	0.19901	0.13712	0.13402	0.12326	0.1438	0.14491	0.19091
BF	old	0.09132	0.10607	0.08337	0.16942	0.15852	0.10642	0.1078	0.09771	0.12638	0.13268	0.16688
BF	old	0.08432	0.12811	0.09827	0.16691	0.16497	0.11641	0.11478	0.11148	0.13276	0.13798	0.17802
BF	old	0.08648	0.12449	0.09607	0.15929	0.1555	0.10803	0.10732	0.1026	0.12795	0.13801	0.16331
BF	old	0.09242	0.1823	0.13565	0.18117	0.17543	0.13334	0.12762	0.14084	0.17021	0.18723	0.20387
BF	old	0.08803	0.16321	0.1212	0.19125	0.19624	0.13622	0.12708	0.12968	0.14521	0.14559	0.19208
BF	old	0.06922	0.12491	0.09451	0.15106	0.15307	0.1073	0.10195	0.10131	0.11272	0.11318	0.1576
BF	old	0.08924	0.1102	0.08532	0.17001	0.16684	0.10854	0.10871	0.09234	0.11563	0.1148	0.15475
BF	old	0.0902	0.12923	0.0988	0.18063	0.18366	0.12368	0.11925	0.1127	0.13513	0.13892	0.18573
BF	old	0.07023	0.1444	0.10784	0.13365	0.12764	0.10433	0.09858	0.11576	0.13251	0.14277	0.16476
BF	old	0.0969	0.14697	0.11105	0.20427	0.20812	0.13796	0.12981	0.12447	0.14119	0.14281	0.19881
BF	old	0.06282	0.10335	0.07944	0.1439	0.14513	0.09842	0.0942	0.09192	0.10372	0.1022	0.14431
BF	old	0.07853	0.15425	0.11596	0.16505	0.16046	0.12291	0.11801	0.12989	0.15531	0.167	0.18717
BF	old	0.09424	0.14851	0.1116	0.20367	0.1963	0.135	0.12857	0.13031	0.14179	0.1413	0.20388
BF	old	0.09593	0.12947	0.09766	0.20384	0.20317	0.13555	0.13027	0.11688	0.12339	0.11145	0.18561
BF	old	0.07159	0.13559	0.10306	0.15474	0.15865	0.11835	0.11418	0.11398	0.12977	0.13406	0.16566
BF	old	0.07169	0.08301	0.06565	0.14263	0.13582	0.08868	0.08943	0.07826	0.10454	0.10734	0.1457
BF	old	0.08129	0.12942	0.09638	0.15572	0.15868	0.11078	0.10658	0.09985	0.11611	0.11251	0.15079
BF	old	0.06861	0.07104	0.0583	0.13855	0.13403	0.08587	0.08755	0.07484	0.09646	0.1003	0.14195
BF	old	0.08004	0.11332	0.08712	0.16063	0.15429	0.10771	0.10655	0.10149	0.12667	0.13155	0.16225
BF	old	0.08436	0.17828	0.13217	0.17584	0.17207	0.13436	0.12621	0.14437	0.16918	0.17976	0.21593
BF	old	0.07687	0.13974	0.10488	0.1695	0.16407	0.11839	0.11269	0.12162	0.14075	0.14588	0.18046
BF	old	0.07362	0.10874	0.08441	0.15338	0.1578	0.10599	0.1	0.09395	0.10756	0.11069	0.15175
BF	old	0.0823	0.16119	0.12091	0.17586	0.18631	0.13471	0.12196	0.13162	0.13971	0.14648	0.18898
BF	old	0.09173	0.18424	0.13542	0.18276	0.17928	0.13498	0.12472	0.1484	0.16933	0.18941	0.21301
BF	old	0.07969	0.10814	0.0843	0.14792	0.14462	0.09873	0.09647	0.09103	0.10944	0.11753	0.14998
BF	old	0.10374	0.17319	0.12785	0.20432	0.19712	0.14179	0.13466	0.14195	0.16615	0.17613	0.21577
BF	old	0.09456	0.1911	0.14064	0.20517	0.1943	0.14879	0.14031	0.15848	0.18402	0.18956	0.22881
BF	old	0.09276	0.13582	0.10344	0.1809	0.1774	0.12225	0.11834	0.11363	0.13708	0.1442	0.17713
BF	old	0.08606	0.13569	0.10337	0.17851	0.17533	0.12273	0.11912	0.11586	0.13935	0.14855	0.18292
BF	old	0.06568	0.09647	0.07512	0.14347	0.14237	0.09747	0.09557	0.08825	0.0977	0.09203	0.13707
BF	old	0.09029	0.18245	0.13694	0.16404	0.15604	0.1288	0.12381	0.14466	0.18746	0.21416	0.22213
BF	old	0.08495	0.13883	0.10548	0.16569	0.1654	0.1175	0.11308	0.11312	0.13736	0.14698	0.17451
BF	old	0.08986	0.17378	0.13058	0.16616	0.16152	0.12781	0.1221	0.13988	0.17869	0.20435	0.21097
BF	old	0.08194	0.10017	0.07763	0.16723	0.16577	0.10986	0.10731	0.09271	0.11476	0.11565	0.16566
BF	old	0.10239	0.16664	0.12574	0.20316	0.19698	0.14051	0.13599	0.13848	0.18956	0.20343	0.23651
GR	old	0.05365	0.10567	0.08291	0.09411	0.08681	0.0817	0.07998	0.1026	0.12937	0.15101	0.1555
GR	old	0.09198	0.1605	0.12169	0.1765	0.16786	0.13394	0.12978	0.13543	0.16811	0.17872	0.20658
