Status	Real age	Species	Age	time stored	3855.53371	3400.35314	3275.94998	2922.99216	2853.55784	1900.76462	1745.50175	1635.56407	1540.09188	1457.15644	1379.04282	1306.7154	1235.35235	1155.31	1076.23202	1028.97811	880.4658	525.57926	401.17609
SF	2	AR	2	24	0.01237	0.05038	0.07361	0.07639	0.06168	0.01516	0.0237	0.1287	0.11601	0.08274	0.09048	0.08135	0.08701	0.0847	0.13391	0.15603	0.07424	0.16706	0.26426
SF	2	AR	2	24	0.01633	0.04464	0.0655	0.06865	0.05511	0.01628	0.02245	0.13755	0.12857	0.08858	0.09609	0.08459	0.09247	0.08356	0.12127	0.12805	0.06928	0.17473	0.24085
SF	2	AR	2	24	0.01493	0.07669	0.10598	0.10859	0.08666	0.01776	0.03294	0.15711	0.14525	0.11673	0.12608	0.11667	0.12169	0.11775	0.18666	0.22528	0.10214	0.24161	0.27867
SF	2	AR	2	24	0.01252	0.05439	0.07451	0.06524	0.05453	0.01503	0.02057	0.10634	0.09357	0.07252	0.08007	0.07321	0.07644	0.07877	0.12242	0.14746	0.06518	0.13967	0.19793
SF	2	AR	2	24	0.01234	0.05409	0.07675	0.06941	0.05654	0.01396	0.01928	0.13322	0.12234	0.08999	0.09884	0.08927	0.09397	0.09092	0.13513	0.15804	0.07648	0.16252	0.16605
SF	2	AR	2	24	0.01088	0.06133	0.08349	0.07721	0.06295	0.01386	0.02042	0.11506	0.1013	0.08039	0.0905	0.08308	0.08422	0.08589	0.14291	0.17318	0.07743	0.17109	0.1902
SF	2	AR	2	24	0.01022	0.06257	0.08897	0.14297	0.10709	0.01738	0.05534	0.15058	0.13505	0.11432	0.12003	0.11099	0.1197	0.12436	0.18192	0.2181	0.09935	0.21802	0.22386
SF	2	AR	2	24	0.01144	0.05603	0.08397	0.1239	0.09394	0.01665	0.04219	0.16406	0.14867	0.11298	0.11914	0.10748	0.11862	0.11316	0.16695	0.18403	0.09036	0.20905	0.28692
SF	2	AR	2	24	0.01745	0.05356	0.07699	0.07407	0.06071	0.0168	0.02189	0.14451	0.13607	0.09601	0.10404	0.0942	0.09982	0.09417	0.14301	0.16613	0.08025	0.18395	0.17393
SF	3	AR	3	26	0.01385	0.05842	0.07817	0.08109	0.06357	0.01482	0.02949	0.10856	0.09854	0.07921	0.08425	0.07597	0.07849	0.09053	0.13296	0.163	0.07345	0.13755	0.10525
SF	3	AR	3	26	0.01217	0.06186	0.08506	0.09025	0.07042	0.01433	0.02819	0.12555	0.11232	0.08648	0.09153	0.08369	0.08666	0.09512	0.14718	0.1829	0.07683	0.15049	0.08826
SF	4	AR	4	5	0.00975	0.03054	0.04561	0.05319	0.04225	0.01139	0.01652	0.09352	0.09045	0.0656	0.07022	0.06416	0.06784	0.06109	0.08598	0.09414	0.05079	0.10556	0.13961
SF	4	AR	4	5	0.00986	0.03999	0.05844	0.08316	0.06443	0.01354	0.03174	0.11578	0.10937	0.08303	0.08575	0.07881	0.08462	0.08158	0.11343	0.12883	0.06435	0.1245	0.04598
SF	4	AR	4	5	0.00948	0.03527	0.05236	0.10662	0.08058	0.01481	0.05061	0.11152	0.10643	0.08919	0.0895	0.08249	0.09105	0.09149	0.11669	0.12795	0.06915	0.11626	0.04816
SF	4	AR	4	5	0.00862	0.03478	0.04993	0.07794	0.05988	0.01238	0.03675	0.09209	0.08528	0.06866	0.0697	0.06392	0.06757	0.07318	0.10009	0.11817	0.05825	0.1166	0.20043
SF	4	AR	4	5	0.00845	0.03588	0.0512	0.08159	0.06239	0.01293	0.03829	0.09526	0.08838	0.07113	0.0722	0.06637	0.07036	0.07591	0.10379	0.12239	0.06062	0.12367	0.176
SF	4	AR	4	5	0.01269	0.04969	0.06742	0.07512	0.0605	0.01622	0.02842	0.09696	0.08939	0.07253	0.07663	0.07115	0.07252	0.07758	0.11711	0.14551	0.06818	0.14028	0.1118
