Species	Status	Real age	Age	time stored	3856	3400	3276	2923	2854	1901	1746	1636	1539	1457	1307	1154	1076	1027	880	526	401
AG	SF	4	AG	4	9	0.00813	0.10576	0.15208	0.19148	0.14245	0.01283	0.08111	0.24764	0.22306	0.1676	0.15198	0.19488	0.26279	0.32033	0.13018	0.35369	0.31007
AG	SF	4	AG	4	9	0.00765	0.07176	0.09646	0.14491	0.11088	0.01371	0.07152	0.13664	0.11665	0.10603	0.10151	0.14371	0.20344	0.25486	0.10689	0.243	0.22267
AG	SF	4	AG	4	9	0.0069	0.09463	0.13552	0.18656	0.1386	0.01151	0.08681	0.22552	0.20382	0.16388	0.14546	0.18554	0.23319	0.27434	0.11816	0.31307	0.28249
AG	SF	4	AG	4	9	0.00456	0.0832	0.11554	0.19151	0.14322	0.01065	0.0989	0.16847	0.15241	0.1335	0.12254	0.16543	0.20961	0.24576	0.11	0.2714	0.24127
AG	SF	4	AG	4	9	0.00534	0.11943	0.15751	0.17952	0.13626	0.01392	0.0775	0.1701	0.13773	0.12957	0.12815	0.18602	0.28464	0.37835	0.13975	0.34903	0.31567
AG	SF	4	AG	4	9	0.00972	0.05483	0.07354	0.12403	0.09433	0.01173	0.06566	0.10902	0.10284	0.08968	0.07897	0.10307	0.11487	0.13161	0.06808	0.14851	0.13942
AG	SF	4	AG	4	9	0.00804	0.10366	0.14198	0.16235	0.12723	0.01229	0.05504	0.17788	0.15574	0.13991	0.13537	0.15298	0.24974	0.31485	0.1203	0.30605	0.28746
AG	SF	4	AG	4	9	0.00884	0.10489	0.14473	0.20249	0.15243	0.01311	0.0948	0.21066	0.19294	0.16372	0.14912	0.19451	0.25401	0.31171	0.12889	0.32745	0.29378
AG	SF	4	AG	4	9	0.00839	0.07331	0.10706	0.17959	0.13412	0.01298	0.07912	0.20546	0.19027	0.14943	0.1303	0.15598	0.20089	0.2211	0.10525	0.27053	0.24218
AG	SF	4	AG	4	9	0.00666	0.16626	0.22291	0.1676	0.13321	0.01265	0.04468	0.17516	0.14803	0.14466	0.1527	0.16642	0.33477	0.45151	0.14635	0.40787	0.37473
AG	SF	4	AG	4	9	0.00383	0.09254	0.12934	0.16779	0.12536	0.0095	0.07417	0.18779	0.16891	0.13891	0.12472	0.16477	0.20602	0.24704	0.10818	0.27401	0.25543
AG	SF	4	AG	4	9	0.00612	0.22984	0.29706	0.15748	0.12534	0.01094	0.03188	0.16295	0.13094	0.15175	0.16791	0.19656	0.42328	0.61348	0.16335	0.52773	0.5035
AG	SF	4	AG	4	9	0.00672	0.08704	0.12488	0.19765	0.14666	0.01136	0.09318	0.21506	0.19483	0.15583	0.14134	0.18357	0.25438	0.30793	0.12263	0.33764	0.30017
AG	SF	4	AG	4	9	0.00515	0.13983	0.18553	0.19627	0.1491	0.01011	0.07714	0.21182	0.18839	0.15897	0.15007	0.19028	0.28896	0.36768	0.13067	0.36421	0.34128
AG	SF	4	AG	4	9	0.00644	0.08589	0.12329	0.19789	0.14551	0.01175	0.0908	0.21274	0.1978	0.15461	0.13591	0.17115	0.21876	0.2514	0.11418	0.30511	0.2709
AG	SF	4	AG	4	9	0.00807	0.1084	0.15215	0.1983	0.15125	0.01272	0.07526	0.23664	0.21478	0.17521	0.15792	0.18312	0.26519	0.32115	0.1285	0.34026	0.31271
AG	SF	4	AG	4	9	0.00412	0.16697	0.22207	0.17139	0.13607	0.01164	0.04693	0.19013	0.15669	0.15037	0.15895	0.18313	0.35348	0.48689	0.15148	0.43741	0.40798
AG	SF	4	AG	4	9	0.00469	0.10822	0.15303	0.1883	0.1409	0.01078	0.07479	0.21328	0.19348	0.14935	0.13651	0.16988	0.23586	0.2835	0.11819	0.30741	0.27663
AG	SF	4	AG	4	9	0.00702	0.07008	0.09912	0.18322	0.13412	0.01138	0.09918	0.1767	0.15808	0.1327	0.1182	0.17061	0.21056	0.25705	0.10681	0.28035	0.25985
AG	SF	4	AG	4	9	0.00742	0.08311	0.1143	0.17401	0.13109	0.01246	0.08374	0.17859	0.162	0.14054	0.1318	0.16563	0.23717	0.29293	0.12166	0.31501	0.29251
AG	SF	4	AG	4	9	0.00593	0.10566	0.15063	0.19532	0.14488	0.01127	0.08486	0.24267	0.21572	0.16335	0.15117	0.19762	0.27709	0.34424	0.13497	0.37545	0.33512
AG	SF	4	AG	4	9	0.0059	0.08833	0.12388	0.13314	0.10196	0.01203	0.05553	0.16228	0.14232	0.10937	0.10392	0.13258	0.19097	0.2404	0.09262	0.23407	0.21507
AG	SF	4	AG	4	9	0.00672	0.06138	0.08954	0.13505	0.10414	0.01189	0.06474	0.15162	0.1386	0.11496	0.10413	0.12719	0.16216	0.18883	0.08711	0.19679	0.18141
AG	SF	4	AG	4	9	0.00822	0.08314	0.10995	0.16231	0.12343	0.01189	0.08613	0.12424	0.10722	0.10858	0.10169	0.15014	0.1931	0.24189	0.09951	0.23	0.21487
AG	SF	4	AG	4	9	0.01034	0.11767	0.16345	0.18097	0.13938	0.01464	0.06842	0.20174	0.18067	0.14733	0.13779	0.1622	0.24662	0.3062	0.12495	0.30084	0.26985
AG	SF	4	AG	4	9	0.01032	0.11239	0.16084	0.18789	0.14481	0.01386	0.07195	0.2335	0.20808	0.16921	0.15406	0.17519	0.26771	0.32892	0.12818	0.33531	0.30192
AG	SF	4	AG	4	9	0.0085	0.16144	0.21749	0.17949	0.13787	0.01213	0.0629	0.22698	0.19833	0.16296	0.15869	0.19489	0.3109	0.40144	0.13816	0.39758	0.37159
AG	SF	4	AG	4	9	0.00832	0.10934	0.15312	0.19079	0.14511	0.01383	0.07967	0.2097	0.17881	0.14682	0.13475	0.18446	0.29491	0.38036	0.13958	0.35774	0.31489
AG	SF	4	AG	4	9	0.00815	0.0968	0.1434	0.19896	0.14891	0.01164	0.08883	0.26307	0.24783	0.18136	0.16247	0.19601	0.26396	0.30568	0.12864	0.35401	0.31008
AG	SF	4	AG	4	9	0.00942	0.11318	0.16272	0.17061	0.13155	0.01455	0.05518	0.23141	0.20842	0.15225	0.13953	0.16072	0.25732	0.32251	0.12685	0.32572	0.28686
AG	SF	4	AG	4	9	0.00724	0.05003	0.07038	0.16279	0.11893	0.00985	0.09598	0.14371	0.13283	0.11795	0.10302	0.1522	0.17082	0.20133	0.09162	0.22569	0.21217
AG	SF	4	AG	4	9	0.00853	0.10089	0.13396	0.17961	0.13507	0.01392	0.07815	0.16059	0.14108	0.12798	0.12189	0.1655	0.24569	0.31259	0.12415	0.30679	0.2874
AG	SF	4	AG	4	9	0.00817	0.08251	0.11259	0.17712	0.13226	0.01252	0.08716	0.16657	0.15026	0.13458	0.12148	0.16128	0.21396	0.25297	0.1049	0.25609	0.23422
AG	SF	4	AG	4	9	0.00603	0.13557	0.1861	0.18466	0.13594	0.01133	0.07076	0.24406	0.20841	0.15494	0.14328	0.20264	0.2977	0.3871	0.13405	0.39407	0.3586
AG	SF	4	AG	4	9	0.00659	0.17187	0.23112	0.17783	0.13733	0.0118	0.05462	0.22493	0.18795	0.15963	0.15958	0.19463	0.36009	0.48952	0.15439	0.46284	0.43049
AG	SF	4	AG	4	9	0.00684	0.0677	0.08999	0.162	0.1221	0.01122	0.09219	0.11581	0.10052	0.11028	0.104	0.15361	0.21542	0.27275	0.10376	0.26032	0.24462
AG	SF	4	AG	4	9	0.00815	0.10825	0.15823	0.20298	0.15238	0.01181	0.08863	0.24704	0.22665	0.17562	0.15462	0.19276	0.25713	0.30076	0.12736	0.3404	0.30727
AG	SF	4	AG	4	9	0.00754	0.09454	0.13623	0.19381	0.14302	0.0113	0.08604	0.24619	0.22956	0.17105	0.15588	0.1927	0.26239	0.31799	0.12785	0.36555	0.33072
AG	SF	4	AG	4	9	0.00891	0.09149	0.12631	0.18759	0.1413	0.0113	0.08837	0.18791	0.17416	0.14922	0.13424	0.1684	0.22492	0.27126	0.11413	0.29111	0.27217
AG	SF	4	AG	4	9	0.00844	0.13328	0.18054	0.1916	0.14528	0.01235	0.08014	0.21251	0.18607	0.15819	0.15005	0.19951	0.29786	0.38848	0.13623	0.37389	0.34289
AG	SF	4	AG	4	9	0.00702	0.16572	0.22071	0.17301	0.13697	0.01165	0.05501	0.18587	0.15761	0.15056	0.15202	0.17554	0.32138	0.42917	0.14164	0.38813	0.36407
AG	SF	4	AG	4	9	0.00791	0.10557	0.14452	0.15058	0.11623	0.01236	0.05603	0.19061	0.17544	0.13481	0.12556	0.14854	0.20975	0.2567	0.11072	0.27664	0.25648
AG	SF	4	AG	4	9	0.0088	0.14339	0.18793	0.17932	0.13986	0.01281	0.06322	0.18085	0.15313	0.14337	0.1422	0.17198	0.29592	0.38675	0.1356	0.35763	0.33649
AG	SF	4	AG	4	9	0.00914	0.14616	0.1922	0.18183	0.13958	0.01289	0.07842	0.18513	0.15758	0.14622	0.14278	0.19634	0.29272	0.39519	0.1389	0.37289	0.33987
AG	BF	5	AG	5	14	0.01053	0.06904	0.10765	0.13745	0.10225	0.01499	0.05677	0.25974	0.25011	0.15779	0.14154	0.13976	0.14739	0.12555	0.08734	0.25844	0.23794
AG	BF	5	AG	5	14	0.00778	0.06311	0.10076	0.19253	0.14148	0.00998	0.09201	0.2261	0.21366	0.16844	0.14069	0.16864	0.18251	0.16806	0.09386	0.23924	0.21053
AG	BF	5	AG	5	14	0.00681	0.06657	0.1052	0.201	0.14764	0.01064	0.10686	0.22427	0.21391	0.15538	0.13785	0.17444	0.2084	0.22884	0.09657	0.26328	0.2368
AG	BF	5	AG	5	14	0.00734	0.05892	0.09404	0.183	0.13398	0.01079	0.09123	0.20785	0.20279	0.15322	0.1309	0.15335	0.15555	0.14213	0.0863	0.22745	0.20304
AG	BF	5	AG	5	14	0.01987	0.04761	0.07335	0.10385	0.081	0.01734	0.04432	0.18217	0.17733	0.11252	0.10248	0.10016	0.10782	0.09247	0.06503	0.1786	0.157
AG	BF	5	AG	5	14	0.00746	0.12784	0.18256	0.1944	0.14609	0.01101	0.07141	0.26196	0.22955	0.18175	0.16913	0.20098	0.30519	0.35932	0.13221	0.39835	0.35614
AG	BF	5	AG	5	14	0.00652	0.07108	0.10401	0.20711	0.15578	0.0101	0.10844	0.17504	0.16218	0.15338	0.13088	0.16821	0.20123	0.22236	0.10141	0.24601	0.22144
AG	BF	5	AG	5	14	0.00652	0.07108	0.10401	0.20711	0.15578	0.0101	0.10844	0.17504	0.16218	0.15338	0.13088	0.16821	0.20123	0.22236	0.10141	0.24601	0.22144
AG	BF	5	AG	5	14	0.00618	0.06583	0.1053	0.19878	0.14663	0.00978	0.10908	0.21063	0.20331	0.15665	0.13592	0.16981	0.19959	0.21185	0.09703	0.26745	0.23446
AG	BF	5	AG	5	14	0.00419	0.13974	0.18614	0.18796	0.1443	0.00939	0.08245	0.17852	0.15504	0.14528	0.1382	0.18069	0.30285	0.38164	0.12205	0.3541	0.31943
AG	BF	5	AG	5	14	0.00619	0.07646	0.11155	0.20496	0.15223	0.01023	0.09913	0.19851	0.19103	0.15857	0.1362	0.16947	0.19337	0.20277	0.09761	0.24965	0.2247
AG	BF	5	AG	5	14	0.00431	0.06883	0.10406	0.2113	0.15565	0.00949	0.10931	0.2157	0.20605	0.1671	0.14426	0.18134	0.20927	0.21902	0.10278	0.28101	0.25258
AG	BF	5	AG	5	14	0.00862	0.1045	0.14991	0.20618	0.15693	0.01304	0.09089	0.23511	0.21951	0.17474	0.15643	0.17965	0.24977	0.28592	0.11768	0.31532	0.2838
AG	BF	5	AG	5	14	0.00785	0.09298	0.14046	0.20864	0.15546	0.01109	0.09653	0.25277	0.24309	0.18639	0.16063	0.18591	0.22556	0.23862	0.11202	0.31695	0.2837
AG	BF	5	AG	5	14	0.00482	0.05165	0.07354	0.19961	0.1451	0.01016	0.11768	0.16283	0.16027	0.1479	0.12145	0.16886	0.1563	0.14783	0.08627	0.21072	0.19884
AG	BF	5	AG	5	14	0.00861	0.08758	0.14252	0.1696	0.12454	0.01326	0.06724	0.30023	0.28642	0.17972	0.15679	0.15952	0.17972	0.15833	0.0997	0.29847	0.26865
AG	BF	5	AG	5	14	0.00577	0.06543	0.09719	0.16009	0.1189	0.00957	0.07009	0.1968	0.19253	0.14115	0.12331	0.13655	0.16338	0.15993	0.08885	0.24043	0.2178
AG	BF	5	AG	5	14	0.00574	0.06852	0.09855	0.17529	0.12969	0.01017	0.07838	0.19668	0.19073	0.14848	0.12887	0.14866	0.16926	0.16415	0.09244	0.24226	0.21976
AG	BF	5	AG	5	14	0.0042	0.06287	0.0967	0.2006	0.14521	0.00897	0.10445	0.21318	0.21124	0.16035	0.13599	0.16737	0.16764	0.15289	0.09014	0.2538	0.23186
AG	BF	5	AG	5	14	0.00598	0.09419	0.14439	0.19617	0.1468	0.01187	0.08429	0.27348	0.26353	0.18314	0.16414	0.18183	0.23238	0.24697	0.11425	0.33581	0.30307
AG	BF	5	AG	5	14	0.00542	0.09989	0.14856	0.20883	0.1544	0.01246	0.07922	0.31012	0.30091	0.20975	0.18106	0.18878	0.23146	0.22259	0.12222	0.37753	0.339
AG	BF	5	AG	5	14	0.00697	0.07316	0.11943	0.17347	0.12686	0.01419	0.07725	0.27134	0.26152	0.16467	0.14379	0.1551	0.17853	0.16234	0.10162	0.2895	0.25543
AG	BF	5	AG	5	14	0.00315	0.08156	0.12496	0.18909	0.13876	0.0094	0.09103	0.24527	0.23457	0.16895	0.1461	0.1731	0.20388	0.208	0.10151	0.29192	0.26806
AG	BF	5	AG	5	14	0.00096	0.05952	0.08327	0.15492	0.11504	0.00715	0.08182	0.14244	0.13047	0.11608	0.10332	0.13923	0.16892	0.18989	0.08263	0.20712	0.19341
AG	BF	5	AG	5	14	0.00319	0.11117	0.16519	0.19509	0.1492	0.0105	0.08091	0.24196	0.22457	0.16508	0.15668	0.17583	0.28424	0.34831	0.12409	0.35596	0.31895
AG	BF	5	AG	5	14	0.00264	0.06446	0.09164	0.20867	0.15243	0.00867	0.11505	0.17492	0.16558	0.15174	0.12943	0.17654	0.19543	0.21366	0.09773	0.25125	0.23191
AG	BF	5	AG	5	14	0.00787	0.0812	0.11473	0.15851	0.12148	0.01267	0.06669	0.20437	0.19665	0.15216	0.13417	0.14607	0.18907	0.20385	0.10133	0.25802	0.24192
AG	BF	5	AG	5	14	0.00775	0.11306	0.16382	0.20892	0.15495	0.013	0.07184	0.30755	0.29148	0.20777	0.1791	0.18175	0.23526	0.23041	0.12329	0.36936	0.33292
AG	BF	5	AG	5	14	0.00526	0.05618	0.09118	0.18817	0.1347	0.00909	0.09183	0.23285	0.22907	0.1573	0.13299	0.15697	0.15795	0.14091	0.08421	0.24561	0.22842
AG	BF	5	AG	5	14	0.00212	0.02257	0.03158	0.14215	0.10492	0.01123	0.10038	0.09692	0.09537	0.10323	0.085	0.12562	0.12465	0.12218	0.0709	0.1463	0.14434
AG	BF	5	AG	5	14	0.00618	0.07232	0.09873	0.20269	0.14895	0.0105	0.10183	0.17845	0.17148	0.15686	0.13008	0.16826	0.18653	0.18849	0.09793	0.24017	0.22732
AG	BF	5	AG	5	14	0.00523	0.13511	0.20262	0.18502	0.14186	0.01155	0.05769	0.32489	0.29952	0.19391	0.18277	0.18145	0.31773	0.38173	0.13527	0.43115	0.38953
AG	BF	5	AG	5	14	0.00431	0.12278	0.17946	0.18866	0.14356	0.01023	0.06227	0.27969	0.26444	0.17966	0.16553	0.17226	0.27666	0.32958	0.12562	0.36781	0.33537
AG	BF	5	AG	5	14	0.00472	0.08615	0.13568	0.18116	0.13205	0.01037	0.07628	0.26353	0.25713	0.16888	0.14935	0.15968	0.19056	0.18502	0.0996	0.30281	0.27869
AG	BF	5	AG	5	14	0.00362	0.09942	0.1385	0.18574	0.13908	0.00979	0.08625	0.18866	0.17501	0.14078	0.12829	0.16571	0.2228	0.27144	0.10695	0.28103	0.26198
AG	BF	5	AG	5	14	0.00644	0.091	0.15033	0.17228	0.12828	0.01364	0.05849	0.30084	0.29075	0.1807	0.16283	0.15896	0.19674	0.19132	0.09991	0.2929	0.26203
AG	BF	5	AG	5	14	0.00375	0.10315	0.1515	0.18896	0.14057	0.01023	0.07555	0.2667	0.25856	0.17827	0.16194	0.17685	0.2451	0.27919	0.11681	0.35665	0.32693
AG	BF	5	AG	5	14	0.00388	0.10371	0.15851	0.18783	0.13714	0.00973	0.07398	0.30787	0.29787	0.19138	0.16805	0.17744	0.21658	0.2159	0.1106	0.34873	0.31862
AG	GR	5	AG	5	4	0.00933	0.06777	0.10111	0.20641	0.15035	0.01046	0.11331	0.21987	0.20999	0.17082	0.14501	0.18978	0.21086	0.22003	0.10735	0.28406	0.24628
AG	GR	5	AG	5	4	0.00661	0.10952	0.15834	0.19592	0.14153	0.0098	0.08629	0.30581	0.28243	0.19032	0.16247	0.19481	0.2419	0.24728	0.12053	0.37749	0.34703
AG	GR	5	AG	5	4	0.00578	0.10991	0.14849	0.19503	0.13993	0.01023	0.09448	0.28197	0.25632	0.17951	0.14825	0.18238	0.23139	0.21464	0.12415	0.38762	0.3617
AG	GR	5	AG	5	5	0.00934	0.1438	0.1939	0.19132	0.1416	0.01458	0.07093	0.34082	0.31146	0.19528	0.17095	0.1859	0.25717	0.26188	0.13808	0.44687	0.42139
AG	GR	5	AG	5	6	0.00805	0.10311	0.15269	0.19354	0.14121	0.01235	0.08129	0.28813	0.27293	0.18448	0.16068	0.18772	0.23762	0.25346	0.11921	0.34804	0.31573
AG	GR	5	AG	5	6	0.01309	0.0808	0.11102	0.10617	0.08332	0.0145	0.03137	0.16607	0.15121	0.10545	0.10129	0.11769	0.18623	0.23044	0.10028	0.26564	0.23868
AG	GR	5	AG	5	6	0.00883	0.05851	0.09309	0.21055	0.15327	0.01067	0.11222	0.24115	0.2206	0.17257	0.14371	0.18654	0.21094	0.1986	0.10696	0.2819	0.24217
AG	GR	5	AG	5	6	0.0093	0.10039	0.14348	0.1927	0.14133	0.01178	0.08486	0.24457	0.22154	0.16751	0.14832	0.19003	0.24596	0.28888	0.11969	0.33319	0.29746
AG	GR	5	AG	5	6	0.00804	0.06261	0.0956	0.19716	0.14201	0.01067	0.10629	0.22668	0.20858	0.15609	0.13264	0.17445	0.20351	0.20222	0.10216	0.27596	0.23776
AG	GR	5	AG	5	6	0.01265	0.07964	0.12024	0.1632	0.12611	0.01627	0.0639	0.20354	0.18771	0.14773	0.13082	0.14543	0.19802	0.22675	0.10613	0.24909	0.21959
AG	GR	5	AG	5	6	0.00849	0.04362	0.06424	0.18027	0.13093	0.01004	0.10964	0.16935	0.15413	0.12881	0.1058	0.15151	0.16447	0.15948	0.08639	0.21995	0.20278
AG	GR	5	AG	5	6	0.0092	0.08303	0.12054	0.19173	0.14109	0.0113	0.09105	0.21028	0.20142	0.16123	0.13629	0.16559	0.18808	0.19306	0.10141	0.25854	0.23177
AG	GR	5	AG	5	6	0.00661	0.04731	0.06707	0.13207	0.09854	0.00883	0.0668	0.15608	0.15143	0.11933	0.1052	0.12294	0.1497	0.14894	0.08112	0.20331	0.18134
AG	GR	5	AG	5	6	0.00747	0.08728	0.13037	0.20414	0.14745	0.0093	0.10364	0.25707	0.23653	0.17427	0.14814	0.19313	0.22967	0.2381	0.11206	0.31798	0.28182
AG	GR	5	AG	5	6	0.01268	0.07999	0.117	0.20527	0.1488	0.01442	0.10141	0.25357	0.23538	0.17309	0.14691	0.1815	0.21869	0.20375	0.11388	0.30084	0.27447
AG	GR	5	AG	5	6	0.00776	0.05841	0.08273	0.17573	0.12688	0.00986	0.09121	0.18635	0.17606	0.14056	0.11983	0.15412	0.18419	0.18723	0.096	0.24426	0.21784
AG	GR	5	AG	5	6	0.00675	0.09838	0.14349	0.19838	0.14398	0.01015	0.0964	0.23139	0.19716	0.15283	0.13837	0.20298	0.28395	0.35954	0.12269	0.34095	0.29672
AG	GR	5	AG	5	6	0.01429	0.08327	0.13303	0.21659	0.16259	0.01497	0.101	0.28777	0.2798	0.19658	0.17177	0.19405	0.23338	0.21747	0.11866	0.31382	0.26503
AG	GR	5	AG	5	6	0.00972	0.08896	0.1323	0.18342	0.13412	0.01359	0.08238	0.23478	0.21133	0.15343	0.13397	0.16875	0.2222	0.24797	0.11332	0.29736	0.26407
AG	GR	5	AG	5	6	0.00757	0.09546	0.13813	0.20156	0.14734	0.01125	0.09654	0.24011	0.21583	0.16663	0.14761	0.19843	0.25743	0.30171	0.12596	0.33824	0.29224
AG	GR	5	AG	5	6	0.0069	0.08609	0.13578	0.20139	0.1471	0.01069	0.09746	0.30485	0.2731	0.19148	0.15983	0.19689	0.23744	0.23357	0.11989	0.33325	0.29035
AG	GR	5	AG	5	6	0.00736	0.05994	0.08809	0.17964	0.13014	0.00932	0.0975	0.18767	0.17769	0.1415	0.12036	0.16036	0.17945	0.18974	0.09233	0.2389	0.21935
AG	GR	5	AG	5	6	0.00723	0.07135	0.10559	0.20626	0.14887	0.00929	0.11707	0.20937	0.18729	0.14925	0.12613	0.186	0.21878	0.24319	0.10039	0.2761	0.24772
AG	GR	5	AG	5	6	0.00765	0.06626	0.09865	0.21557	0.1555	0.00959	0.11732	0.21405	0.20192	0.16316	0.13345	0.1847	0.20379	0.20584	0.10205	0.27003	0.24351
AG	GR	5	AG	5	6	0.00905	0.08694	0.12882	0.20287	0.14948	0.01174	0.09311	0.26364	0.24783	0.1879	0.16007	0.18874	0.2188	0.21487	0.11315	0.31698	0.28227
AG	GR	5	AG	5	6	0.007	0.09031	0.13612	0.18606	0.13495	0.00977	0.09079	0.26783	0.23995	0.16899	0.14402	0.1853	0.22319	0.23648	0.11142	0.3146	0.2786
AG	GR	5	AG	5	6	0.00822	0.06511	0.09538	0.19236	0.13999	0.01144	0.11149	0.20933	0.18784	0.14936	0.12247	0.17192	0.18918	0.18714	0.09898	0.25796	0.23138
AG	GR	5	AG	5	6	0.00828	0.04462	0.06374	0.12769	0.09683	0.00999	0.08003	0.12237	0.11189	0.09767	0.08607	0.12298	0.13816	0.16184	0.07335	0.1756	0.15879
AG	GR	5	AG	5	6	0.00841	0.07558	0.12613	0.20627	0.15474	0.01212	0.09877	0.28777	0.28083	0.1968	0.17136	0.19499	0.2249	0.22047	0.11504	0.32061	0.26652
AG	GR	5	AG	5	6	0.00755	0.03738	0.05324	0.12066	0.09141	0.00938	0.07407	0.12407	0.11307	0.09461	0.08001	0.11048	0.12345	0.12822	0.07286	0.15316	0.13672
AG	GR	5	AG	5	6	0.00672	0.07254	0.1128	0.2077	0.15002	0.00995	0.10771	0.26137	0.23476	0.16891	0.14235	0.18948	0.247	0.25505	0.12269	0.33505	0.28265
AG	GR	5	AG	5	6	0.00759	0.06364	0.09737	0.20619	0.14804	0.00822	0.1154	0.21624	0.20627	0.16535	0.13805	0.18825	0.19303	0.19103	0.09708	0.27071	0.23513
AG	GR	5	AG	5	6	0.00659	0.07191	0.10651	0.16259	0.12107	0.01028	0.0794	0.19237	0.17903	0.13341	0.1185	0.14407	0.18746	0.20443	0.09596	0.24196	0.20288
AG	GR	5	AG	5	6	0.01204	0.07831	0.11565	0.19379	0.14448	0.01408	0.08785	0.22636	0.2144	0.16256	0.1401	0.16828	0.20604	0.21755	0.10886	0.27838	0.23977
AG	GR	5	AG	5	6	0.01282	0.09835	0.14392	0.20539	0.1519	0.01435	0.09145	0.28366	0.26266	0.18497	0.16498	0.201	0.25936	0.28397	0.13193	0.36135	0.30555
AG	GR	5	AG	5	6	0.00692	0.07677	0.11801	0.21402	0.15583	0.01118	0.10774	0.2622	0.23433	0.16997	0.14233	0.19215	0.2675	0.26899	0.13717	0.35407	0.29224
AG	GR	5	AG	5	6	0.00961	0.09144	0.1242	0.15573	0.11501	0.01334	0.07152	0.18585	0.16056	0.12753	0.11451	0.15347	0.20738	0.24764	0.10697	0.27081	0.23537
AG	GR	5	AG	5	6	0.00572	0.06136	0.0869	0.17535	0.12755	0.00934	0.09439	0.18759	0.1794	0.14715	0.12641	0.1637	0.17657	0.18094	0.09588	0.24559	0.22059
AG	GR	5	AG	5	6	0.00823	0.09407	0.13466	0.20061	0.14535	0.01118	0.09631	0.25554	0.23567	0.17735	0.15416	0.19867	0.23771	0.26647	0.11922	0.33227	0.29721
AG	GR	5	AG	5	6	0.00785	0.05164	0.0715	0.10765	0.08162	0.00982	0.04778	0.12439	0.11829	0.09429	0.08498	0.09742	0.12097	0.13005	0.06848	0.16798	0.15302
AG	GR	5	AG	5	6	0.00794	0.09324	0.13485	0.19732	0.14282	0.01117	0.08856	0.25181	0.2394	0.17291	0.15118	0.17641	0.21553	0.21721	0.11104	0.3214	0.27859
AG	GR	5	AG	5	6	0.00833	0.11603	0.15956	0.19271	0.14134	0.01395	0.08089	0.23396	0.20056	0.15353	0.13586	0.18372	0.25568	0.3091	0.13053	0.3558	0.31638
AG	GR	5	AG	5	6	0.0104	0.09673	0.14636	0.19866	0.15282	0.01507	0.06724	0.30544	0.30061	0.21096	0.18494	0.18218	0.25719	0.25003	0.1318	0.34981	0.29182
AG	GR	5	AG	5	6	0.00759	0.09244	0.13219	0.18129	0.13245	0.01158	0.0772	0.26814	0.25417	0.18245	0.15806	0.17687	0.21735	0.21866	0.11579	0.3341	0.29894
AG	GR	5	AG	5	6	0.00603	0.04672	0.06351	0.11746	0.08861	0.00844	0.06281	0.12542	0.11801	0.10014	0.0868	0.10819	0.12389	0.12631	0.06898	0.16612	0.15134
AG	SF	5	AG	5	9	0.00586	0.0246	0.03386	0.10163	0.0776	0.00975	0.06775	0.08674	0.08232	0.07895	0.06822	0.09455	0.09968	0.10705	0.05821	0.1288	0.12077
AG	SF	5	AG	5	9	0.00441	0.1032	0.15018	0.18276	0.13534	0.01047	0.07445	0.25036	0.21301	0.1551	0.1402	0.19319	0.26934	0.32757	0.11984	0.3416	0.30681
AG	SF	5	AG	5	9	0.00717	0.05122	0.07725	0.20268	0.14995	0.01013	0.11606	0.16104	0.14589	0.14085	0.11918	0.17302	0.18987	0.20729	0.09692	0.23131	0.2033
AG	SF	5	AG	5	9	0.00663	0.06325	0.08474	0.15962	0.11793	0.01041	0.09073	0.13557	0.11611	0.10382	0.08922	0.14358	0.18984	0.2222	0.10153	0.23326	0.211
AG	SF	5	AG	5	9	0.0085	0.08308	0.11936	0.20183	0.15083	0.01113	0.10552	0.19064	0.17331	0.15411	0.13255	0.18236	0.21602	0.24807	0.10994	0.27654	0.24953
AG	SF	5	AG	5	9	0.00384	0.06373	0.0885	0.17956	0.13521	0.00875	0.10157	0.15789	0.14423	0.13502	0.11891	0.16537	0.20259	0.23355	0.1008	0.24968	0.22497
AG	SF	5	AG	5	9	0.0053	0.07383	0.10405	0.20316	0.14783	0.00922	0.11309	0.17107	0.14919	0.13378	0.11665	0.188	0.22834	0.28286	0.10588	0.27615	0.25384
AG	SF	5	AG	5	9	0.00523	0.0746	0.10582	0.14497	0.10911	0.01017	0.06977	0.16865	0.15169	0.12148	0.11073	0.14954	0.18438	0.22247	0.09497	0.2339	0.21831
AG	SF	5	AG	5	9	0.00736	0.06425	0.08999	0.17296	0.12849	0.01213	0.0901	0.17886	0.15976	0.13983	0.12008	0.16391	0.20143	0.23012	0.10523	0.26285	0.23859
AG	SF	5	AG	5	9	0.00638	0.08562	0.11543	0.15522	0.11527	0.01062	0.07441	0.1722	0.15644	0.12522	0.11091	0.15396	0.1924	0.23198	0.09806	0.25896	0.24278
AG	SF	5	AG	5	9	0.00627	0.07839	0.11466	0.19298	0.14528	0.0119	0.08839	0.21063	0.19244	0.157	0.13964	0.1739	0.23453	0.2736	0.11585	0.29097	0.2556
AG	SF	5	AG	5	9	0.00589	0.09185	0.13	0.21285	0.15745	0.01066	0.10884	0.20324	0.18586	0.1627	0.14138	0.19393	0.22813	0.2607	0.11428	0.29551	0.26611
