Species	Status	Real age	Age	time stored	3856	3400	3276	2923	2854	1901	1746	1636	1539	1457	1307	1154	1076	1027	880	526	401
AR	BF	5	AR	5	6	0.00916	0.09058	0.14165	0.16607	0.12087	0.01278	0.05526	0.2723	0.26684	0.17207	0.15068	0.14392	0.17915	0.15946	0.09585	0.27772	0.25543
AR	BF	5	AR	5	6	0.00703	0.04391	0.06021	0.14974	0.10961	0.00822	0.08661	0.10964	0.1041	0.09983	0.08383	0.12107	0.1397	0.14784	0.07523	0.17882	0.16973
AR	BF	5	AR	5	6	0.00531	0.03343	0.04547	0.08532	0.06281	0.00633	0.04595	0.10055	0.09597	0.07675	0.06627	0.08534	0.10774	0.1126	0.05766	0.13521	0.12559
AR	BF	5	AR	5	6	0.00836	0.08613	0.12818	0.19473	0.14345	0.01231	0.07688	0.24864	0.24356	0.17341	0.1545	0.16718	0.22712	0.2348	0.11007	0.304	0.27495
AR	BF	5	AR	5	6	0.01456	0.06865	0.10601	0.12418	0.09382	0.01482	0.04082	0.21904	0.21569	0.13882	0.12529	0.11846	0.15147	0.14297	0.07967	0.22134	0.20103
AR	BF	5	AR	5	6	0.00925	0.05997	0.09166	0.13815	0.10413	0.01266	0.06461	0.18601	0.1746	0.12804	0.11414	0.13396	0.18299	0.19317	0.09813	0.23289	0.20261
AR	GR	5	AR	5	20	0.00715	0.07196	0.09414	0.14078	0.10606	0.01041	0.0682	0.11565	0.09992	0.09528	0.08596	0.12538	0.16252	0.19541	0.08667	0.19939	0.19022
AR	GR	5	AR	5	20	0.00751	0.09044	0.12124	0.19864	0.14486	0.01054	0.10532	0.143	0.12045	0.11897	0.10265	0.16534	0.20765	0.2493	0.09874	0.2416	0.21937
AR	GR	5	AR	5	20	0.00538	0.0651	0.08651	0.15874	0.11715	0.01099	0.09531	0.11742	0.10243	0.1082	0.09541	0.15232	0.17313	0.20272	0.09068	0.20235	0.19887
AR	GR	5	AR	5	20	0.00541	0.07856	0.10238	0.14485	0.10847	0.00906	0.07553	0.12661	0.10857	0.1056	0.0974	0.14796	0.1948	0.24266	0.09554	0.23006	0.21778
AR	GR	5	AR	5	20	0.0089	0.13939	0.1848	0.17808	0.13599	0.01413	0.06394	0.18814	0.16543	0.14587	0.13852	0.17604	0.27357	0.34697	0.13106	0.34133	0.3175
AR	GR	5	AR	5	20	0.00649	0.07371	0.09861	0.16637	0.12216	0.00937	0.09295	0.13576	0.11408	0.10657	0.09489	0.15409	0.19386	0.24636	0.09053	0.23777	0.21865
AR	GR	5	AR	5	20	0.0077	0.07105	0.09496	0.1546	0.11757	0.01102	0.08078	0.15172	0.13727	0.12021	0.10777	0.14736	0.19603	0.2352	0.10175	0.24914	0.23085
AR	GR	5	AR	5	20	0.00973	0.07838	0.11346	0.17626	0.13224	0.01306	0.08522	0.1978	0.1775	0.14349	0.12663	0.16395	0.21142	0.24895	0.10958	0.28285	0.24702
AR	GR	5	AR	5	20	0.0044	0.0424	0.05606	0.08697	0.06685	0.00616	0.0529	0.08852	0.07885	0.07104	0.06311	0.09149	0.10341	0.12885	0.05814	0.14081	0.13494
AR	GR	5	AR	5	20	0.00483	0.04514	0.0577	0.06592	0.05212	0.00669	0.03398	0.09168	0.08254	0.0651	0.062	0.08536	0.10265	0.13019	0.05541	0.13301	0.12691
AR	GR	5	AR	5	20	0.00536	0.07068	0.09614	0.14607	0.10986	0.00786	0.08063	0.14323	0.12647	0.10976	0.09804	0.14535	0.17382	0.2148	0.08983	0.21637	0.17509
AR	GR	5	AR	5	20	0.00954	0.04056	0.05557	0.10487	0.08104	0.00958	0.05888	0.09769	0.09438	0.08117	0.0707	0.08987	0.09682	0.111	0.05855	0.13782	0.12689
AR	GR	5	AR	5	20	0.00727	0.07042	0.09612	0.15971	0.11891	0.01006	0.08817	0.16069	0.14151	0.12079	0.10776	0.15481	0.19832	0.24491	0.10235	0.25758	0.22925
AR	GR	5	AR	5	20	0.00661	0.05147	0.0669	0.08288	0.06476	0.00746	0.04158	0.08036	0.0685	0.06174	0.05721	0.0827	0.10558	0.13423	0.05866	0.13686	0.12846
AR	GR	5	AR	5	20	0.00453	0.03279	0.0462	0.08321	0.06399	0.0051	0.05131	0.10037	0.09303	0.07673	0.06695	0.09093	0.09634	0.11058	0.05343	0.13867	0.13043
AR	GR	5	AR	5	20	0.00702	0.09533	0.13246	0.16508	0.12251	0.00993	0.08188	0.20155	0.17643	0.13795	0.12391	0.179	0.23277	0.29469	0.1137	0.30772	0.27492
AR	GR	5	AR	5	20	0.00773	0.10871	0.13956	0.16369	0.12652	0.01026	0.07828	0.12069	0.10099	0.1074	0.10026	0.15042	0.21127	0.2744	0.10503	0.26426	0.25344
AR	GR	5	AR	5	20	0.00435	0.06951	0.08991	0.13695	0.10561	0.00946	0.08502	0.11446	0.10355	0.1046	0.09356	0.13723	0.16686	0.20119	0.08594	0.21628	0.20648
AR	GR	5	AR	5	20	0.00736	0.13102	0.168	0.17065	0.12971	0.01029	0.07642	0.12487	0.10275	0.11615	0.11162	0.16344	0.24366	0.32042	0.11106	0.29828	0.2911
AR	GR	5	AR	5	20	0.00747	0.07496	0.10621	0.18021	0.13347	0.00965	0.09778	0.19743	0.18084	0.14953	0.12923	0.17918	0.212	0.25691	0.11104	0.29021	0.2597
AR	GR	5	AR	5	20	0.0098	0.08416	0.118	0.15894	0.12159	0.01213	0.06262	0.21085	0.19509	0.14892	0.13291	0.15744	0.19502	0.22173	0.10385	0.27457	0.25645
AR	GR	5	AR	5	20	0.0117	0.07957	0.10381	0.11471	0.09076	0.01285	0.04848	0.14305	0.12674	0.10375	0.0993	0.12685	0.18004	0.23204	0.09766	0.24688	0.23936
AR	GR	5	AR	5	20	0.01115	0.09628	0.13428	0.16216	0.12448	0.01322	0.06425	0.22121	0.20243	0.1594	0.14161	0.1621	0.21016	0.23998	0.11402	0.29372	0.26396
AR	GR	5	AR	5	20	0.01323	0.08501	0.1147	0.10061	0.08153	0.0149	0.03639	0.13279	0.11589	0.09336	0.09376	0.1173	0.17985	0.24113	0.09078	0.24276	0.2213
AR	GR	5	AR	5	20	0.01501	0.06992	0.09235	0.09394	0.0757	0.01484	0.03561	0.12964	0.11299	0.09239	0.09016	0.11353	0.15919	0.2096	0.08488	0.2226	0.205
AR	GR	5	AR	5	20	0.01124	0.10839	0.15465	0.11078	0.09147	0.01455	0.02536	0.19447	0.1731	0.12077	0.1223	0.1288	0.22084	0.29232	0.10835	0.29203	0.26637
AR	GR	5	AR	5	20	0.01359	0.07962	0.10511	0.1025	0.08094	0.01298	0.03872	0.12131	0.10825	0.08636	0.08203	0.09859	0.13872	0.17578	0.07689	0.19367	0.1881
AR	GR	5	AR	5	20	0.00894	0.11262	0.15248	0.13332	0.10388	0.01379	0.04689	0.19286	0.16724	0.12772	0.12359	0.15466	0.24716	0.32593	0.12243	0.33184	0.2936
AR	GR	5	AR	5	20	0.00929	0.10958	0.14372	0.10487	0.08301	0.01095	0.02953	0.15312	0.13171	0.1131	0.11204	0.13279	0.21736	0.28364	0.10358	0.29688	0.2824
AR	GR	5	AR	5	20	0.00759	0.1032	0.13697	0.10263	0.08133	0.01044	0.03014	0.14614	0.12542	0.10607	0.1034	0.12472	0.21156	0.27762	0.10205	0.25165	0.23002
AR	GR	5	AR	5	20	0.00766	0.07114	0.09874	0.08887	0.07074	0.01277	0.02962	0.15965	0.14204	0.10096	0.0958	0.11331	0.16353	0.2058	0.09292	0.23787	0.21534
AR	GR	5	AR	5	20	0.0172	0.09496	0.12662	0.10567	0.08298	0.01441	0.02759	0.14626	0.12621	0.09395	0.08983	0.10493	0.14759	0.1909	0.08087	0.21073	0.19592
AR	GR	5	AR	5	20	0.00833	0.04747	0.063	0.05056	0.04434	0.01071	0.01984	0.09158	0.08271	0.06271	0.06416	0.07321	0.11048	0.14499	0.0661	0.15383	0.14664
AR	GR	5	AR	5	20	0.00833	0.04747	0.063	0.05056	0.04434	0.01071	0.01984	0.09158	0.08271	0.06271	0.06416	0.07321	0.11048	0.14499	0.0661	0.15383	0.14664
AR	GR	5	AR	5	20	0.00521	0.0637	0.08974	0.13103	0.10215	0.00841	0.07127	0.15462	0.14337	0.12183	0.11131	0.13677	0.17501	0.20681	0.09149	0.21982	0.20236
AR	GR	5	AR	5	7	0.0044	0.0386	0.05436	0.10456	0.08129	0.00697	0.05434	0.1126	0.10612	0.09305	0.08074	0.09989	0.12354	0.13656	0.06699	0.15106	0.14292
AR	GR	5	AR	5	7	0.0071	0.06901	0.09478	0.15458	0.11685	0.01318	0.07667	0.15028	0.13268	0.12466	0.11192	0.15428	0.19477	0.23751	0.10341	0.25184	0.23859
AR	GR	5	AR	5	7	0.00692	0.05954	0.08299	0.18304	0.13612	0.01031	0.10465	0.14642	0.13262	0.12538	0.10352	0.15406	0.17387	0.19333	0.0943	0.21495	0.1971
AR	GR	5	AR	5	7	0.00655	0.08937	0.12593	0.2036	0.15008	0.01046	0.10057	0.21303	0.19778	0.16452	0.14545	0.19608	0.23702	0.28236	0.12097	0.32631	0.29933
AR	GR	5	AR	5	7	0.00732	0.11291	0.15793	0.20869	0.15759	0.01157	0.0908	0.23049	0.20968	0.17342	0.15476	0.2016	0.26312	0.32448	0.13225	0.34886	0.31719
AR	GR	5	AR	5	7	0.00842	0.08799	0.12793	0.17357	0.13039	0.01315	0.06259	0.25352	0.24373	0.17819	0.15666	0.16616	0.2208	0.24202	0.12003	0.33776	0.30179
AR	GR	5	AR	5	7	0.00575	0.05696	0.08001	0.18937	0.13811	0.0095	0.11617	0.15527	0.14771	0.1337	0.11027	0.16891	0.16978	0.18473	0.08978	0.2203	0.20911
AR	GR	5	AR	5	7	0.0068	0.11164	0.15107	0.17993	0.13595	0.01142	0.08157	0.20262	0.17899	0.14871	0.13723	0.18895	0.25483	0.32036	0.12976	0.33687	0.31477
AR	GR	5	AR	5	7	0.00493	0.08449	0.11696	0.19023	0.14086	0.00973	0.09918	0.19305	0.17447	0.14853	0.13014	0.18628	0.23862	0.28822	0.12281	0.31863	0.28668
AR	GR	5	AR	5	7	0.00557	0.09549	0.13488	0.18047	0.13398	0.01026	0.0857	0.22323	0.20256	0.15867	0.14098	0.18614	0.23832	0.28817	0.12213	0.33057	0.29526
AR	GR	5	AR	5	7	0.00468	0.07609	0.10718	0.19613	0.14606	0.00942	0.09831	0.18975	0.17279	0.14903	0.13131	0.18152	0.23706	0.28719	0.11745	0.3044	0.27555
AR	GR	5	AR	5	7	0.00559	0.12716	0.18025	0.18832	0.14155	0.01146	0.07114	0.26873	0.23671	0.17347	0.15863	0.20362	0.30823	0.39534	0.14829	0.43023	0.38935
AR	GR	5	AR	5	7	0.00774	0.08202	0.11818	0.16143	0.12168	0.01347	0.06137	0.219	0.21016	0.15617	0.13621	0.14784	0.19417	0.2134	0.1074	0.28774	0.25761
AR	GR	5	AR	5	7	0.00354	0.03987	0.05698	0.13612	0.10178	0.00888	0.09041	0.11548	0.10767	0.10074	0.08389	0.12659	0.12404	0.13423	0.0709	0.15878	0.15059
AR	GR	5	AR	5	7	0.00532	0.07924	0.10926	0.19214	0.14139	0.00951	0.10381	0.18384	0.16756	0.14617	0.12931	0.18804	0.22463	0.27582	0.11225	0.30316	0.27907
AR	GR	5	AR	5	7	0.01059	0.05664	0.07311	0.07498	0.05954	0.01203	0.02416	0.1016	0.09996	0.07764	0.07431	0.07687	0.09678	0.11323	0.06329	0.13547	0.13062
AR	GR	5	AR	5	7	0.00635	0.05711	0.07685	0.14479	0.11008	0.01032	0.07902	0.13212	0.12512	0.11076	0.09871	0.13353	0.14979	0.17194	0.08509	0.19103	0.1804
AR	GR	5	AR	5	7	0.00603	0.12191	0.17567	0.19528	0.14946	0.01235	0.06897	0.27744	0.24527	0.18626	0.16958	0.1977	0.30481	0.38183	0.14639	0.41441	0.36997
AR	GR	5	AR	5	7	0.00477	0.10747	0.14959	0.19903	0.14997	0.01095	0.08507	0.23403	0.21275	0.16922	0.15408	0.19659	0.27922	0.35052	0.13787	0.38322	0.34635
AR	GR	5	AR	5	7	0.00519	0.09562	0.13772	0.18452	0.1348	0.01009	0.07861	0.24632	0.23046	0.16732	0.14512	0.19082	0.23621	0.28891	0.11692	0.34743	0.31456
AR	GR	5	AR	5	7	0.0035	0.06538	0.08712	0.12366	0.09356	0.008	0.06332	0.13489	0.12027	0.10236	0.09319	0.13144	0.1688	0.20695	0.09152	0.2226	0.20999
AR	GR	5	AR	5	7	0.0048	0.08197	0.11844	0.17926	0.13173	0.01082	0.0797	0.2185	0.20379	0.15547	0.13166	0.16768	0.20927	0.23443	0.10852	0.29606	0.26917
AR	GR	5	AR	5	7	0.00508	0.10316	0.1472	0.20235	0.15054	0.01103	0.08563	0.26228	0.24336	0.18158	0.16597	0.20132	0.28518	0.35143	0.14316	0.42151	0.37568
AR	GR	5	AR	5	7	0.0055	0.11141	0.15497	0.18709	0.1394	0.01069	0.08428	0.24002	0.21528	0.17085	0.15104	0.19659	0.26098	0.31879	0.13341	0.36802	0.34286
AR	GR	5	AR	5	7	0.00483	0.11543	0.16505	0.1873	0.14073	0.01077	0.07616	0.26747	0.24347	0.17744	0.16117	0.19297	0.281	0.34172	0.14063	0.39932	0.35743
AR	GR	5	AR	5	7	0.00468	0.05237	0.06988	0.156	0.11694	0.00837	0.09969	0.11803	0.10939	0.10991	0.09103	0.14241	0.14863	0.16446	0.08056	0.17605	0.16726
AR	SF	5	AR	5	20	0.00666	0.05649	0.08083	0.14872	0.10975	0.00972	0.09104	0.13102	0.11744	0.10944	0.09655	0.14663	0.17649	0.21406	0.08896	0.22539	0.20277
AR	SF	5	AR	5	20	0.0137	0.04415	0.06225	0.105	0.0823	0.01592	0.04776	0.10695	0.10037	0.0851	0.07783	0.0898	0.11535	0.13319	0.06963	0.15719	0.13909
AR	SF	5	AR	5	20	0.00678	0.04366	0.06322	0.12929	0.09714	0.00806	0.06655	0.11298	0.10303	0.09153	0.07958	0.10522	0.12402	0.13781	0.06587	0.16022	0.13999
AR	SF	5	AR	5	20	0.00622	0.05193	0.08565	0.17928	0.13087	0.00808	0.09814	0.18037	0.16596	0.12917	0.10943	0.15038	0.15893	0.1587	0.08016	0.21281	0.191
AR	SF	5	AR	5	20	0.00807	0.0388	0.05522	0.14418	0.10716	0.01103	0.08941	0.10626	0.09766	0.09765	0.08409	0.12599	0.14037	0.16171	0.07816	0.18804	0.17137
AR	SF	5	AR	5	20	0.00943	0.04849	0.06877	0.15605	0.11631	0.01223	0.09596	0.13387	0.12065	0.10773	0.0958	0.1409	0.16258	0.18406	0.08949	0.20596	0.1875
AR	SF	5	AR	5	20	0.00765	0.04521	0.06627	0.15213	0.11124	0.00946	0.0895	0.13386	0.12064	0.10744	0.09095	0.13313	0.14625	0.16501	0.0822	0.19878	0.17484
AR	SF	5	AR	5	20	0.00613	0.04813	0.06913	0.14405	0.10693	0.00908	0.08056	0.13543	0.122	0.10662	0.09508	0.13516	0.17422	0.21163	0.09405	0.22967	0.20591
AR	SF	5	AR	5	20	0.0067	0.05286	0.07457	0.17871	0.13072	0.00903	0.10939	0.14714	0.12667	0.11755	0.10419	0.16924	0.20999	0.26208	0.1021	0.26172	0.23766
AR	SF	5	AR	5	20	0.00821	0.03957	0.06311	0.18696	0.13799	0.00994	0.1103	0.17407	0.17083	0.15262	0.13423	0.17244	0.17848	0.18188	0.1003	0.26299	0.23025
AR	SF	5	AR	5	20	0.01087	0.05099	0.07443	0.13311	0.10233	0.01277	0.05652	0.14905	0.13987	0.11884	0.1068	0.12078	0.14975	0.16625	0.08588	0.20596	0.18418
AR	SF	5	AR	5	20	0.00833	0.075	0.11044	0.16073	0.12029	0.01027	0.0699	0.20303	0.18475	0.14429	0.12802	0.15949	0.20482	0.23933	0.1093	0.28837	0.2565
AR	SF	5	AR	5	20	0.00609	0.08569	0.12088	0.17581	0.12904	0.00854	0.09304	0.18514	0.15938	0.13653	0.12429	0.18437	0.25221	0.32238	0.11932	0.32772	0.29204
AR	SF	5	AR	5	20	0.006	0.05229	0.07741	0.16068	0.12013	0.00875	0.08448	0.16433	0.15189	0.13606	0.11991	0.15356	0.17942	0.19959	0.09852	0.24451	0.22166
AR	SF	5	AR	5	20	0.00717	0.07999	0.10678	0.16602	0.12106	0.00995	0.08769	0.13028	0.10956	0.10857	0.0991	0.15853	0.202	0.26297	0.10246	0.25928	0.24378
AR	SF	5	AR	5	20	0.00884	0.03857	0.05625	0.1154	0.08776	0.01003	0.05359	0.10549	0.09753	0.08655	0.07517	0.08838	0.10154	0.10511	0.0627	0.14438	0.13149
AR	SF	5	AR	5	20	0.00606	0.07807	0.10934	0.17347	0.1302	0.0098	0.08644	0.16784	0.15131	0.13815	0.1249	0.16847	0.22291	0.2694	0.11241	0.29356	0.26874
AR	SF	5	AR	5	20	0.00734	0.04327	0.06155	0.15725	0.11682	0.00811	0.09114	0.14976	0.1419	0.12935	0.11006	0.14631	0.16991	0.18241	0.09013	0.23665	0.21035
AR	SF	5	AR	5	20	0.00941	0.0586	0.0799	0.12768	0.0962	0.01292	0.06422	0.12545	0.10813	0.09643	0.08883	0.12711	0.17654	0.22341	0.09352	0.22954	0.21461
AR	SF	5	AR	5	20	0.00602	0.04695	0.06861	0.10613	0.07981	0.00775	0.04965	0.12173	0.11843	0.09154	0.07966	0.09641	0.10995	0.12214	0.06206	0.14988	0.14224
AR	SF	5	AR	5	20	0.0083	0.0371	0.05196	0.15785	0.11686	0.0109	0.09391	0.13001	0.12574	0.11771	0.10056	0.13767	0.13969	0.14648	0.08238	0.19654	0.18315
AR	SF	5	AR	5	20	0.01127	0.05616	0.08005	0.15997	0.11914	0.01511	0.07708	0.14461	0.13011	0.10765	0.09432	0.12967	0.16265	0.1899	0.09206	0.21429	0.19596
AR	SF	5	AR	5	20	0.00512	0.05087	0.07689	0.15759	0.11526	0.00882	0.08531	0.17668	0.16175	0.12715	0.1128	0.15396	0.1991	0.23396	0.10515	0.27725	0.24717
AR	SF	5	AR	5	20	0.00634	0.07193	0.10679	0.17738	0.12903	0.00929	0.09076	0.22631	0.20842	0.16136	0.14274	0.18329	0.22587	0.26479	0.12231	0.34367	0.3074
AR	SF	5	AR	5	20	0.00818	0.06955	0.1012	0.14544	0.10933	0.01272	0.06473	0.17967	0.1616	0.12286	0.1127	0.14304	0.20632	0.25363	0.1158	0.29162	0.26262
AR	SF	5	AR	5	20	0.00551	0.02461	0.03774	0.09157	0.06865	0.00639	0.05038	0.09593	0.09271	0.07646	0.06715	0.0829	0.09629	0.10422	0.0588	0.15345	0.14038
AR	SF	5	AR	5	20	0.00628	0.04435	0.06789	0.16587	0.12162	0.00827	0.09066	0.13957	0.12766	0.10948	0.09436	0.13198	0.16123	0.17725	0.08699	0.20707	0.1794
AR	SF	5	AR	5	20	0.01075	0.06362	0.10194	0.18207	0.13663	0.01272	0.08682	0.22583	0.2128	0.15589	0.14415	0.16791	0.21171	0.23225	0.11094	0.28168	0.2339
AR	SF	5	AR	5	20	0.00508	0.0279	0.03978	0.1186	0.08598	0.00542	0.07637	0.11239	0.10586	0.09506	0.07979	0.11559	0.11625	0.13032	0.06921	0.17946	0.1764
AR	SF	5	AR	5	20	0.00573	0.06184	0.09519	0.17797	0.12907	0.00892	0.0984	0.20139	0.18773	0.14301	0.12487	0.1687	0.20669	0.23477	0.1078	0.30214	0.26706
AR	SF	5	AR	5	20	0.01035	0.04712	0.07059	0.13323	0.10292	0.01157	0.05509	0.14413	0.13571	0.11682	0.10161	0.10982	0.13393	0.14166	0.08143	0.18601	0.16779
AR	SF	5	AR	5	20	0.0078	0.03014	0.0422	0.10634	0.0821	0.01174	0.05664	0.10352	0.09805	0.09287	0.08007	0.09353	0.09587	0.08944	0.06466	0.13451	0.12693
AR	SF	5	AR	5	20	0.00639	0.06474	0.09931	0.17224	0.12495	0.00902	0.0812	0.2292	0.21431	0.15856	0.13778	0.16624	0.20583	0.23059	0.10971	0.30881	0.27912
AR	SF	5	AR	5	20	0.006	0.05943	0.09203	0.19021	0.13716	0.00949	0.10441	0.20814	0.19482	0.15067	0.13067	0.17214	0.20697	0.22355	0.11091	0.30157	0.26175
AR	SF	5	AR	5	20	0.0075	0.06483	0.08902	0.1531	0.11209	0.01104	0.08445	0.13574	0.11583	0.10414	0.09221	0.14193	0.18708	0.23171	0.09743	0.24316	0.22205
AR	SF	5	AR	5	20	0.00798	0.05248	0.07662	0.1756	0.12791	0.01102	0.10189	0.15595	0.14532	0.12375	0.1075	0.15129	0.18209	0.21256	0.10099	0.25697	0.23211
AR	SF	5	AR	5	8	0.00759	0.04798	0.06888	0.20224	0.14734	0.00985	0.13921	0.13139	0.11813	0.12579	0.10524	0.1786	0.18613	0.21682	0.09528	0.22296	0.20551
AR	SF	5	AR	5	8	0.00845	0.06255	0.08806	0.18919	0.13695	0.01161	0.11601	0.14489	0.12545	0.12527	0.10889	0.17793	0.20586	0.24612	0.10709	0.25542	0.23616
AR	SF	5	AR	5	8	0.01131	0.07871	0.11125	0.20908	0.15638	0.01256	0.11396	0.17527	0.15636	0.1481	0.12915	0.18018	0.21571	0.25148	0.10695	0.25305	0.22959
AR	SF	5	AR	5	8	0.00839	0.07542	0.10854	0.20059	0.14773	0.01051	0.11767	0.1782	0.15658	0.14421	0.12615	0.18288	0.2289	0.27567	0.1114	0.2743	0.24402
AR	SF	5	AR	5	8	0.00932	0.10576	0.14351	0.19145	0.14162	0.01274	0.10209	0.18202	0.15164	0.13998	0.13115	0.19719	0.26849	0.34377	0.12563	0.3375	0.32963
AR	SF	5	AR	5	8	0.00737	0.14291	0.18775	0.18016	0.13877	0.0123	0.07303	0.15561	0.13347	0.14713	0.14715	0.18899	0.32296	0.41394	0.14185	0.38705	0.35896
AR	SF	5	AR	5	8	0.01008	0.11751	0.15416	0.17705	0.13355	0.01428	0.08387	0.1749	0.15351	0.14418	0.13554	0.18283	0.25652	0.31703	0.12453	0.31429	0.30034
AR	SF	5	AR	5	8	0.00686	0.17686	0.22424	0.15466	0.12259	0.01177	0.04864	0.1311	0.11	0.12836	0.1374	0.16284	0.30775	0.40215	0.13662	0.36617	0.35819
AR	SF	5	AR	5	8	0.00974	0.06816	0.09507	0.16926	0.12834	0.01294	0.0887	0.15794	0.14206	0.12697	0.11355	0.15323	0.19591	0.23075	0.10324	0.23526	0.2169
AR	SF	5	AR	5	8	0.00725	0.07978	0.10873	0.186	0.13738	0.01095	0.11257	0.14083	0.12054	0.12298	0.10763	0.17898	0.21992	0.27941	0.10438	0.25373	0.23943
AR	SF	5	AR	5	8	0.0106	0.06559	0.09449	0.19541	0.14428	0.0134	0.11553	0.16389	0.15008	0.13717	0.11637	0.17105	0.1916	0.21739	0.1017	0.24391	0.22095
AR	SF	5	AR	5	8	0.00898	0.0714	0.10235	0.19275	0.14169	0.01149	0.10763	0.18068	0.16529	0.14415	0.1256	0.17721	0.21116	0.24883	0.1088	0.26711	0.2374
AR	SF	5	AR	5	8	0.00985	0.08079	0.11561	0.20613	0.15414	0.01261	0.11374	0.19499	0.17791	0.16025	0.1391	0.1898	0.2362	0.27659	0.11706	0.29438	0.26664
AR	SF	5	AR	5	8	0.00847	0.06199	0.08849	0.18592	0.13689	0.01201	0.11045	0.15176	0.13811	0.12952	0.11012	0.16689	0.18936	0.22282	0.09717	0.22808	0.20629
AR	SF	5	AR	5	8	0.00581	0.03149	0.04654	0.09213	0.07055	0.00752	0.05913	0.10336	0.09491	0.08202	0.07487	0.10056	0.12594	0.14758	0.0671	0.16111	0.1478
AR	SF	5	AR	5	8	0.00827	0.09315	0.13435	0.19443	0.14433	0.01244	0.10299	0.2035	0.18295	0.15346	0.13868	0.19372	0.25799	0.3165	0.12198	0.3198	0.29788
AR	SF	5	AR	5	8	0.00891	0.11409	0.15593	0.19574	0.14634	0.01272	0.0967	0.20348	0.17618	0.15942	0.14356	0.20478	0.27131	0.34458	0.12922	0.33847	0.31625
AR	SF	5	AR	5	8	0.00903	0.09488	0.13027	0.19816	0.14627	0.01273	0.10589	0.1885	0.16526	0.15179	0.13757	0.2017	0.26227	0.32138	0.12988	0.33761	0.32277
AR	SF	5	AR	5	8	0.00842	0.08953	0.11567	0.17019	0.12564	0.01072	0.09069	0.13173	0.11529	0.11084	0.09994	0.14811	0.18118	0.21766	0.09222	0.21652	0.2132
AR	SF	5	AR	5	8	0.00771	0.07981	0.10521	0.17936	0.13439	0.01404	0.10361	0.13832	0.11504	0.12087	0.10697	0.17159	0.22264	0.27811	0.11163	0.25266	0.23206
AR	SF	5	AR	5	8	0.00823	0.06875	0.09659	0.19068	0.14067	0.01305	0.10871	0.16827	0.14599	0.13175	0.11595	0.17548	0.23166	0.27686	0.11832	0.27866	0.25282
AR	SF	5	AR	5	8	0.00847	0.09261	0.11967	0.17773	0.13251	0.01231	0.08763	0.13601	0.1181	0.12308	0.11455	0.16602	0.24239	0.29847	0.11849	0.29231	0.27937
AR	SF	5	AR	5	8	0.00846	0.06556	0.0947	0.14517	0.10942	0.01323	0.07764	0.16356	0.15037	0.12347	0.11037	0.1417	0.17754	0.2106	0.09675	0.2262	0.20957
AR	SF	5	AR	5	8	0.0103	0.0711	0.09774	0.1341	0.10293	0.01532	0.06575	0.16197	0.14556	0.1206	0.11222	0.14391	0.18599	0.22564	0.10036	0.23288	0.21808
AR	SF	5	AR	5	8	0.00896	0.08653	0.12625	0.20273	0.1488	0.01201	0.11014	0.22451	0.20151	0.16506	0.14171	0.20005	0.24211	0.27945	0.12631	0.31336	0.27782
AR	SF	5	AR	5	8	0.00778	0.05463	0.07769	0.18295	0.13614	0.01101	0.11835	0.14785	0.13732	0.13188	0.11295	0.16416	0.18428	0.20722	0.09873	0.23033	0.21091
AR	SF	5	AR	5	8	0.00937	0.07347	0.10214	0.18447	0.13753	0.01381	0.10305	0.1457	0.12747	0.12322	0.1074	0.15964	0.19671	0.23773	0.10041	0.23653	0.21594
AR	SF	5	AR	5	8	0.00827	0.08396	0.11384	0.19004	0.1416	0.01193	0.09974	0.14269	0.12726	0.12703	0.11336	0.16661	0.22049	0.26678	0.10672	0.26375	0.25139
AR	SF	5	AR	5	8	0.00706	0.05138	0.07086	0.17923	0.1322	0.01101	0.11954	0.12303	0.11187	0.11353	0.09792	0.15755	0.18578	0.22122	0.09887	0.22597	0.20546
AR	BF	7	AR	7	6	0.00583	0.13733	0.18171	0.18238	0.13971	0.00926	0.08753	0.17547	0.1485	0.14252	0.13411	0.17999	0.27263	0.34099	0.12068	0.31606	0.29616
AR	BF	7	AR	7	6	0.0048	0.05817	0.08503	0.16761	0.12528	0.00772	0.10337	0.14868	0.13901	0.12622	0.10798	0.1488	0.17421	0.19397	0.08723	0.21092	0.1882
AR	BF	7	AR	7	6	0.00536	0.11288	0.1496	0.19996	0.1507	0.00843	0.09989	0.15967	0.14044	0.14693	0.13813	0.18808	0.28904	0.36666	0.12709	0.34213	0.31368
AR	BF	7	AR	7	6	0.0041	0.03078	0.04156	0.10776	0.08243	0.00605	0.06895	0.0888	0.08369	0.08359	0.07176	0.1023	0.11566	0.12825	0.0621	0.13868	0.13044
AR	BF	7	AR	7	6	0.00463	0.04234	0.05741	0.12449	0.09611	0.01011	0.08218	0.09994	0.09073	0.09711	0.08454	0.1187	0.13795	0.15655	0.072	0.15244	0.14295
AR	BF	7	AR	7	6	0.00277	0.02983	0.03934	0.10433	0.07962	0.00591	0.07483	0.07993	0.07653	0.08003	0.06834	0.10646	0.11822	0.13304	0.06179	0.14039	0.13572
AR	BF	7	AR	7	6	0.00753	0.07649	0.1079	0.20328	0.14808	0.00977	0.09908	0.20877	0.20389	0.16357	0.13443	0.16683	0.1914	0.18201	0.09794	0.26974	0.24398
