wavelength,intercept_y,intercept_x,intercept_y,intercept_x,intercept_y,intercept_x,intercept_y,intercept_x,intercept_y,intercept_x,intercept_y,intercept_x,intercept_y,intercept_x,intercept_y,intercept_x,intercept_y,intercept_x,intercept_y,intercept_x,intercept_y,intercept_x,intercept_y,intercept_x,intercept_y,intercept_x,intercept_y,intercept_x,intercept_y,intercept_x,intercept_y,intercept_x,intercept_y,intercept_x,intercept_y,intercept_x,intercept_y,intercept_x,intercept_y,intercept,intercept mean,intercept sem
1026,10.14542190955166,10.09214818093218,10.122599138411495,10.13828488251293,10.081474229595218,10.203989626513408,10.134804745052243,10.076721994574681,10.10289411590072,10.085689393361719,10.110801254914778,10.073432409230495,10.17608814046285,10.1418289071993,10.125513704434125,10.142120896136385,10.121395420336981,10.072300168168416,10.112934138931964,10.106170221576198,10.093007078134425,10.14759248354969,10.060976675674954,10.104293625300128,10.08702728993333,10.143731202145345,10.076059961000796,10.162982435209093,10.171944499502546,10.135210820189672,10.19712357997674,10.140336127022557,10.108713437688309,10.146869608535031,10.123181128339512,10.102126392596098,10.07783780050364,10.100347051367818,10.087583881972568,10.109335856328977,9.877781626062323,0.2407760013730195
1075,10.14542190955166,10.09214818093218,10.122599138411495,10.13828488251293,10.081474229595218,10.203989626513408,10.134804745052243,10.076721994574681,10.10289411590072,10.085689393361719,10.110801254914778,10.073432409230495,10.17608814046285,10.1418289071993,10.125513704434125,10.142120896136385,10.121395420336981,10.072300168168416,10.112934138931964,10.106170221576198,10.093007078134425,10.14759248354969,10.060976675674954,10.104293625300128,10.08702728993333,10.143731202145345,10.076059961000796,10.162982435209093,10.171944499502546,10.135210820189672,10.19712357997674,10.140336127022557,10.108713437688309,10.146869608535031,10.123181128339512,10.102126392596098,10.07783780050364,10.100347051367818,10.087583881972568,10.109335856328977,9.877781626062323,0.2407760013730195
1154,10.14542190955166,10.09214818093218,10.122599138411495,10.13828488251293,10.081474229595218,10.203989626513408,10.134804745052243,10.076721994574681,10.10289411590072,10.085689393361719,10.110801254914778,10.073432409230495,10.17608814046285,10.1418289071993,10.125513704434125,10.142120896136385,10.121395420336981,10.072300168168416,10.112934138931964,10.106170221576198,10.093007078134425,10.14759248354969,10.060976675674954,10.104293625300128,10.08702728993333,10.143731202145345,10.076059961000796,10.162982435209093,10.171944499502546,10.135210820189672,10.19712357997674,10.140336127022557,10.108713437688309,10.146869608535031,10.123181128339512,10.102126392596098,10.07783780050364,10.100347051367818,10.087583881972568,10.109335856328977,9.877781626062323,0.2407760013730195
1307,10.14542190955166,10.09214818093218,10.122599138411495,10.13828488251293,10.081474229595218,10.203989626513408,10.134804745052243,10.076721994574681,10.10289411590072,10.085689393361719,10.110801254914778,10.073432409230495,10.17608814046285,10.1418289071993,10.125513704434125,10.142120896136385,10.121395420336981,10.072300168168416,10.112934138931964,10.106170221576198,10.093007078134425,10.14759248354969,10.060976675674954,10.104293625300128,10.08702728993333,10.143731202145345,10.076059961000796,10.162982435209093,10.171944499502546,10.135210820189672,10.19712357997674,10.140336127022557,10.108713437688309,10.146869608535031,10.123181128339512,10.102126392596098,10.07783780050364,10.100347051367818,10.087583881972568,10.109335856328977,9.877781626062323,0.2407760013730195
1457,10.14542190955166,10.09214818093218,10.122599138411495,10.13828488251293,10.081474229595218,10.203989626513408,10.134804745052243,10.076721994574681,10.10289411590072,10.085689393361719,10.110801254914778,10.073432409230495,10.17608814046285,10.1418289071993,10.125513704434125,10.142120896136385,10.121395420336981,10.072300168168416,10.112934138931964,10.106170221576198,10.093007078134425,10.14759248354969,10.060976675674954,10.104293625300128,10.08702728993333,10.143731202145345,10.076059961000796,10.162982435209093,10.171944499502546,10.135210820189672,10.19712357997674,10.140336127022557,10.108713437688309,10.146869608535031,10.123181128339512,10.102126392596098,10.07783780050364,10.100347051367818,10.087583881972568,10.109335856328977,9.877781626062323,0.2407760013730195
1539,10.14542190955166,10.09214818093218,10.122599138411495,10.13828488251293,10.081474229595218,10.203989626513408,10.134804745052243,10.076721994574681,10.10289411590072,10.085689393361719,10.110801254914778,10.073432409230495,10.17608814046285,10.1418289071993,10.125513704434125,10.142120896136385,10.121395420336981,10.072300168168416,10.112934138931964,10.106170221576198,10.093007078134425,10.14759248354969,10.060976675674954,10.104293625300128,10.08702728993333,10.143731202145345,10.076059961000796,10.162982435209093,10.171944499502546,10.135210820189672,10.19712357997674,10.140336127022557,10.108713437688309,10.146869608535031,10.123181128339512,10.102126392596098,10.07783780050364,10.100347051367818,10.087583881972568,10.109335856328977,9.877781626062323,0.2407760013730195
1636,10.14542190955166,10.09214818093218,10.122599138411495,10.13828488251293,10.081474229595218,10.203989626513408,10.134804745052243,10.076721994574681,10.10289411590072,10.085689393361719,10.110801254914778,10.073432409230495,10.17608814046285,10.1418289071993,10.125513704434125,10.142120896136385,10.121395420336981,10.072300168168416,10.112934138931964,10.106170221576198,10.093007078134425,10.14759248354969,10.060976675674954,10.104293625300128,10.08702728993333,10.143731202145345,10.076059961000796,10.162982435209093,10.171944499502546,10.135210820189672,10.19712357997674,10.140336127022557,10.108713437688309,10.146869608535031,10.123181128339512,10.102126392596098,10.07783780050364,10.100347051367818,10.087583881972568,10.109335856328977,9.877781626062323,0.2407760013730195
1746,10.14542190955166,10.09214818093218,10.122599138411495,10.13828488251293,10.081474229595218,10.203989626513408,10.134804745052243,10.076721994574681,10.10289411590072,10.085689393361719,10.110801254914778,10.073432409230495,10.17608814046285,10.1418289071993,10.125513704434125,10.142120896136385,10.121395420336981,10.072300168168416,10.112934138931964,10.106170221576198,10.093007078134425,10.14759248354969,10.060976675674954,10.104293625300128,10.08702728993333,10.143731202145345,10.076059961000796,10.162982435209093,10.171944499502546,10.135210820189672,10.19712357997674,10.140336127022557,10.108713437688309,10.146869608535031,10.123181128339512,10.102126392596098,10.07783780050364,10.100347051367818,10.087583881972568,10.109335856328977,9.877781626062323,0.2407760013730195
1901,10.14542190955166,10.09214818093218,10.122599138411495,10.13828488251293,10.081474229595218,10.203989626513408,10.134804745052243,10.076721994574681,10.10289411590072,10.085689393361719,10.110801254914778,10.073432409230495,10.17608814046285,10.1418289071993,10.125513704434125,10.142120896136385,10.121395420336981,10.072300168168416,10.112934138931964,10.106170221576198,10.093007078134425,10.14759248354969,10.060976675674954,10.104293625300128,10.08702728993333,10.143731202145345,10.076059961000796,10.162982435209093,10.171944499502546,10.135210820189672,10.19712357997674,10.140336127022557,10.108713437688309,10.146869608535031,10.123181128339512,10.102126392596098,10.07783780050364,10.100347051367818,10.087583881972568,10.109335856328977,9.877781626062323,0.2407760013730195
2854,10.14542190955166,10.09214818093218,10.122599138411495,10.13828488251293,10.081474229595218,10.203989626513408,10.134804745052243,10.076721994574681,10.10289411590072,10.085689393361719,10.110801254914778,10.073432409230495,10.17608814046285,10.1418289071993,10.125513704434125,10.142120896136385,10.121395420336981,10.072300168168416,10.112934138931964,10.106170221576198,10.093007078134425,10.14759248354969,10.060976675674954,10.104293625300128,10.08702728993333,10.143731202145345,10.076059961000796,10.162982435209093,10.171944499502546,10.135210820189672,10.19712357997674,10.140336127022557,10.108713437688309,10.146869608535031,10.123181128339512,10.102126392596098,10.07783780050364,10.100347051367818,10.087583881972568,10.109335856328977,9.877781626062323,0.2407760013730195
