Species	Age	Status	time stored	3856	3400	3276	2923	2854	1901	1746	1636	1539	1457	1307	1154	1076	1027	880	526	401
AG	1	SF	7	0.00949	0.07758	0.1015	0.12532	0.09601	0.01319	0.05443	0.14735	0.13346	0.10677	0.10103	0.12588	0.1755	0.20849	0.09101	0.21571	0.20364
AG	1	SF	7	0.00692	0.06716	0.09193	0.14488	0.10868	0.0124	0.07485	0.13654	0.12542	0.10861	0.09953	0.13144	0.17135	0.20408	0.09016	0.21615	0.19833
AG	1	SF	7	0.00709	0.12795	0.17728	0.16231	0.12777	0.01271	0.04657	0.23919	0.21681	0.15543	0.14989	0.15685	0.29066	0.37085	0.13214	0.372	0.33488
AG	1	SF	7	0.01043	0.04944	0.06617	0.10033	0.07895	0.0113	0.04991	0.12125	0.11477	0.09293	0.08643	0.10465	0.13308	0.1591	0.07372	0.17217	0.16168
AG	1	SF	7	0.01043	0.04944	0.06617	0.10033	0.07895	0.0113	0.04991	0.12125	0.11477	0.09293	0.08643	0.10465	0.13308	0.1591	0.07372	0.17217	0.16168
AG	1	SF	7	0.00882	0.0673	0.09274	0.12216	0.0967	0.01171	0.04602	0.16573	0.15567	0.11683	0.10496	0.11651	0.17404	0.1981	0.10369	0.23719	0.20484
AG	1	SF	7	0.00951	0.07069	0.09686	0.11156	0.08688	0.01305	0.04962	0.16021	0.14863	0.11031	0.10316	0.127	0.17459	0.21484	0.09525	0.23303	0.21357
AG	1	SF	7	0.00605	0.02933	0.04151	0.04649	0.03939	0.00744	0.01662	0.09005	0.08512	0.06494	0.06258	0.06532	0.09233	0.1116	0.05458	0.12389	0.1162
AG	1	SF	7	0.01094	0.08179	0.11525	0.16363	0.12513	0.01606	0.0707	0.17901	0.1623	0.12972	0.11794	0.1465	0.19904	0.23956	0.10495	0.24836	0.21955
AG	1	SF	7	0.00748	0.12569	0.1785	0.1861	0.14419	0.01319	0.06177	0.26581	0.24396	0.17719	0.16561	0.18499	0.28527	0.35599	0.13898	0.38348	0.34437
AG	1	SF	7	0.00939	0.0848	0.12387	0.15974	0.12462	0.014	0.05955	0.21029	0.1985	0.15541	0.13858	0.14909	0.20366	0.23293	0.11255	0.27374	0.24206
AG	1	SF	7	0.00786	0.11432	0.16787	0.16947	0.13034	0.01307	0.04405	0.26264	0.24619	0.16856	0.15445	0.15435	0.23685	0.2847	0.12075	0.33177	0.29524
AG	1	SF	7	0.01394	0.06004	0.08005	0.08289	0.06693	0.01299	0.03097	0.1261	0.12135	0.09022	0.08647	0.09417	0.13074	0.15924	0.0744	0.1874	0.17712
