Accuracy
0.478260869565
0.376811594203
0.462686567164
0.353846153846
0.5625
0.515625
0.40625
0.4375
0.5
0.435483870968
0.463768115942
0.449275362319
0.477611940299
0.369230769231
0.453125
0.4375
0.375
0.453125
0.421875
0.403225806452
0.521739130435
0.391304347826
0.477611940299
0.369230769231
0.359375
0.46875
0.40625
0.4375
0.40625
0.532258064516
0.420289855072
0.391304347826
0.522388059701
0.49230769230800003
0.4375
0.390625
0.453125
0.5625
0.421875
0.354838709677
0.49275362318800003
0.376811594203
0.537313432836
0.41538461538500004
0.4375
0.390625
0.40625
0.4375
0.515625
0.403225806452
0.434782608696
0.478260869565
0.462686567164
0.41538461538500004
0.53125
0.4375
0.46875
0.453125
0.484375
0.354838709677
0.536231884058
0.34782608695699996
0.388059701493
0.4
0.5
0.5
0.421875
0.453125
0.4375
0.467741935484
0.420289855072
0.405797101449
0.462686567164
0.32307692307700003
0.40625
0.5
0.453125
0.546875
0.34375
0.467741935484
0.434782608696
0.376811594203
0.402985074627
0.430769230769
0.515625
0.546875
0.5
0.359375
0.359375
0.451612903226
0.449275362319
0.449275362319
0.417910447761
0.49230769230800003
0.375
0.453125
0.546875
0.5625
0.390625
0.467741935484
0.478260869565
0.376811594203
0.462686567164
0.33846153846199994
0.5625
0.515625
0.40625
0.4375
0.5
0.435483870968
0.463768115942
0.449275362319
0.477611940299
0.369230769231
0.453125
0.375
0.375
0.453125
0.421875
0.403225806452
0.521739130435
0.391304347826
0.477611940299
0.38461538461499994
0.359375
0.46875
0.40625
0.4375
0.40625
0.516129032258
0.405797101449
0.391304347826
0.522388059701
0.49230769230800003
0.4375
0.390625
0.453125
0.453125
0.421875
0.354838709677
0.49275362318800003
0.376811594203
0.537313432836
0.41538461538500004
0.4375
0.375
0.40625
0.4375
0.53125
0.403225806452
0.449275362319
0.478260869565
0.462686567164
0.41538461538500004
0.53125
0.4375
0.46875
0.453125
0.46875
0.354838709677
0.536231884058
0.420289855072
0.358208955224
0.4
0.5
0.5
0.421875
0.453125
0.4375
0.467741935484
0.420289855072
0.405797101449
0.462686567164
0.32307692307700003
0.40625
0.5
0.453125
0.546875
0.34375
0.467741935484
0.434782608696
0.376811594203
0.402985074627
0.430769230769
0.515625
0.546875
0.5
0.359375
0.359375
0.451612903226
0.449275362319
0.449275362319
0.417910447761
0.49230769230800003
0.375
0.453125
0.546875
0.5625
0.390625
0.467741935484
0.478260869565
0.376811594203
0.462686567164
0.353846153846
0.546875
0.515625
0.40625
0.4375
0.5
0.435483870968
0.463768115942
0.449275362319
0.477611940299
0.369230769231
0.453125
0.4375
0.375
0.453125
0.421875
0.403225806452
0.521739130435
0.391304347826
0.477611940299
0.369230769231
0.359375
0.46875
0.40625
0.4375
0.40625
0.467741935484
0.420289855072
0.405797101449
0.522388059701
0.49230769230800003
0.4375
0.390625
0.453125
0.5625
0.421875
0.354838709677
0.49275362318800003
0.376811594203
0.537313432836
0.41538461538500004
0.4375
0.390625
0.40625
0.4375
0.515625
0.403225806452
0.449275362319
0.478260869565
0.462686567164
0.41538461538500004
0.53125
0.4375
0.46875
0.453125
0.46875
0.354838709677
0.536231884058
0.34782608695699996
0.388059701493
0.4
0.5
0.5
0.421875
0.453125
0.4375
0.467741935484
0.420289855072
0.405797101449
0.462686567164
0.32307692307700003
0.40625
0.5
0.453125
0.546875
0.34375
0.467741935484
0.434782608696
0.376811594203
0.402985074627
0.430769230769
0.515625
0.5625
0.5
0.359375
0.359375
0.451612903226
0.449275362319
0.449275362319
0.417910447761
0.49230769230800003
0.375
0.453125
0.546875
0.5625
0.390625
0.467741935484
0.478260869565
0.376811594203
0.462686567164
0.33846153846199994
0.5625
0.515625
0.40625
0.4375
0.5
0.435483870968
0.463768115942
0.449275362319
0.477611940299
0.369230769231
0.453125
0.375
0.375
0.453125
0.421875
0.403225806452
0.521739130435
0.391304347826
0.477611940299
0.369230769231
0.359375
0.46875
0.40625
0.4375
0.40625
0.532258064516
0.420289855072
0.405797101449
0.522388059701
0.49230769230800003
0.4375
0.390625
0.453125
0.46875
0.421875
0.354838709677
0.49275362318800003
0.376811594203
0.537313432836
0.41538461538500004
0.4375
0.390625
0.40625
0.4375
0.515625
0.403225806452
0.449275362319
0.478260869565
0.462686567164
0.41538461538500004
0.53125
0.4375
0.46875
0.453125
0.46875
0.354838709677
0.536231884058
0.34782608695699996
0.388059701493
0.4
0.5
0.5
0.421875
0.453125
0.4375
0.467741935484
0.420289855072
0.405797101449
0.462686567164
0.32307692307700003
0.40625
0.5
0.453125
0.546875
0.34375
0.467741935484
0.434782608696
0.376811594203
0.402985074627
0.430769230769
0.515625
0.5625
0.5
0.359375
0.359375
0.451612903226
0.449275362319
0.449275362319
0.417910447761
0.49230769230800003
0.375
0.453125
0.546875
0.5625
0.390625
0.467741935484
0.478260869565
0.376811594203
0.462686567164
0.353846153846
0.546875
0.515625
0.40625
0.4375
0.5
0.435483870968
0.463768115942
0.449275362319
0.477611940299
0.369230769231
0.453125
0.4375
0.375
0.453125
0.421875
0.403225806452
0.521739130435
0.391304347826
0.462686567164
0.369230769231
0.359375
0.46875
0.40625
0.4375
0.5
0.532258064516
0.420289855072
0.391304347826
0.522388059701
0.49230769230800003
0.4375
0.390625
0.453125
0.5625
0.421875
0.354838709677
0.49275362318800003
0.376811594203
0.537313432836
0.41538461538500004
0.4375
0.390625
0.40625
0.4375
0.53125
0.403225806452
0.449275362319
0.478260869565
0.462686567164
0.41538461538500004
0.53125
0.4375
0.46875
0.453125
0.484375
0.354838709677
0.536231884058
0.420289855072
0.388059701493
0.4
0.5
0.5
0.421875
0.453125
0.4375
0.467741935484
0.420289855072
0.405797101449
0.462686567164
0.32307692307700003
0.40625
0.5
0.453125
0.546875
0.34375
0.467741935484
0.434782608696
0.376811594203
0.402985074627
0.430769230769
0.515625
0.5625
0.5
0.359375
0.359375
0.451612903226
0.449275362319
0.449275362319
0.417910447761
0.49230769230800003
0.375
0.453125
0.546875
0.5625
0.390625
0.467741935484
